# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
MBDBPK_00445	cds	1	1827	+	GOIOJP_00435	atpI	V-type ATP synthase subunit I	COG:C, COG:COG1269, EC:7.1.2.2, GO:0005886, GO:0033179, GO:0046961, RefSeq:WP_043163303.1, SO:0001217, UniParc:UPI00016B3200, UniRef:UniRef100_UPI00016B3200, UniRef:UniRef50_O51118, UniRef:UniRef90_O51118
MBDBPK_00450	cds	1	609	+	GOIOJP_00440	atpD	V-type ATP synthase subunit D	COG:C, COG:COG1394, EC:7.1.2.2, GO:0005524, GO:0042777, GO:0046933, GO:0046961, RefSeq:WP_002556694.1, SO:0001217, UniParc:UPI00016B29AC, UniRef:UniRef100_O51119, UniRef:UniRef50_O51119, UniRef:UniRef90_O51119
MBDBPK_00455	cds	1	1305	+	GOIOJP_00445	atpB	V-type ATP synthase subunit B	COG:C, COG:COG1156, EC:7.1.2.2, GO:0005524, GO:0042777, GO:0046933, RefSeq:WP_002556695.1, SO:0001217, UniParc:UPI000005734A, UniRef:UniRef100_O51120, UniRef:UniRef50_O51120, UniRef:UniRef90_O51120
MBDBPK_00460	cds	1	1728	+	GOIOJP_00450	atpA	V-type ATP synthase alpha chain	COG:C, COG:COG1155, EC:7.1.2.2, GO:0005524, GO:0042777, GO:0045259, GO:0046933, GO:0046961, RefSeq:WP_002656082.1, SO:0001217, UniParc:UPI000013812B, UniRef:UniRef100_O51121, UniRef:UniRef50_Q0SP70, UniRef:UniRef90_Q0SP70
MBDBPK_00465	cds	1	546	+	GOIOJP_00455		Uncharacterized protein BB_0095	RefSeq:WP_002656037.1, SO:0001217, UniParc:UPI00016B31FF, UniRef:UniRef100_UPI00016B31FF, UniRef:UniRef50_O51122, UniRef:UniRef90_O51122
MBDBPK_00470	cds	1	600	+	GOIOJP_00460	atpE	V-type ATP synthase subunit E	EC:7.1.2.2, GO:0005524, GO:0033178, GO:0042777, GO:0046933, GO:0046961, RefSeq:WP_002655964.1, SO:0001217, UniParc:UPI00016B2F49, UniRef:UniRef100_O51123, UniRef:UniRef50_O51123, UniRef:UniRef90_O51123
MBDBPK_00475	cds	1	387	+	GOIOJP_00465		Uncharacterized protein BB_0097	RefSeq:WP_002556699.1, SO:0001217, UniParc:UPI000005734E, UniRef:UniRef100_O51124, UniRef:UniRef50_O51124, UniRef:UniRef90_O51124
MBDBPK_00480	cds	1	2343	+	GOIOJP_00470	mutS2	Endonuclease MutS2	COG:COG1193, COG:L, EC:3.1.-.-, GO:0004519, GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0045910, GO:0140664, RefSeq:WP_002656696.1, SO:0001217, UniParc:UPI00016B31FE, UniRef:UniRef100_UPI00016B31FE, UniRef:UniRef50_O51125, UniRef:UniRef90_O51125
MBDBPK_00485	cds	1	924	+	GOIOJP_00475	rsgA	ribosome small subunit-dependent GTPase A	COG:COG1162, COG:J, EC:3.6.1.-, GO:0003924, GO:0005525, GO:0005737, GO:0006412, GO:0019843, GO:0042274, GO:0043022, GO:0046872, RefSeq:WP_002656557.1, SO:0001217, UniParc:UPI00016B31FD, UniRef:UniRef100_UPI00016B31FD, UniRef:UniRef50_O51126, UniRef:UniRef90_O51126
MBDBPK_00490	cds	1	918	+	GOIOJP_00480	murI	glutamate racemase	COG:COG0796, COG:M, EC:5.1.1.3, GO:0008360, GO:0008881, GO:0009252, GO:0071555, SO:0001217, UniParc:UPI00016B31FC, UniRef:UniRef100_A0A7U8I528, UniRef:UniRef50_O51127, UniRef:UniRef90_O51127
MBDBPK_00495	cds	1	1389	+	GOIOJP_00485	asnS	asparagine--tRNA ligase	COG:COG0017, COG:J, EC:6.1.1.22, GO:0003676, GO:0004816, GO:0005524, GO:0005737, GO:0006421, RefSeq:WP_002656021.1, SO:0001217, UniParc:UPI00016B31FB, UniRef:UniRef100_UPI00016B31FB, UniRef:UniRef50_O51128, UniRef:UniRef90_O51128
MBDBPK_00500	cds	1	522	+	GOIOJP_00490		SPOR domain-containing protein	RefSeq:WP_002656934.1, SO:0001217, UniParc:UPI0000057352, UniRef:UniRef100_O51129, UniRef:UniRef50_B9X8V4, UniRef:UniRef90_O51129
MBDBPK_00505	cds	1	594	+	GOIOJP_00495	hpt1	Hypoxanthine phosphoribosyltransferase	COG:COG2236, COG:H, RefSeq:WP_002657101.1, SO:0001217, UniParc:UPI0000057353, UniRef:UniRef100_O51130, UniRef:UniRef50_O51130, UniRef:UniRef90_O51130
MBDBPK_00510	cds	1	1425	+	GOIOJP_00500	degQ	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	COG:COG0265, COG:O, RefSeq:WP_002656852.1, SO:0001217, UniParc:UPI00016B31FA, UniRef:UniRef100_O51131, UniRef:UniRef50_B5RLH8, UniRef:UniRef90_A0A7I6GVI6
MBDBPK_00515	cds	1	756	+	GOIOJP_00505	map	type I methionyl aminopeptidase	COG:COG0024, COG:J, EC:3.4.11.18, GO:0004239, GO:0006508, GO:0036211, GO:0046914, GO:0070006, RefSeq:WP_002556707.1, SO:0001217, UniParc:UPI00016B2832, UniRef:UniRef100_A0A7U8I8B0, UniRef:UniRef50_O51132, UniRef:UniRef90_O51132
MBDBPK_00520	cds	1	1668	+	GOIOJP_00510	bepA	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	COG:COG4783, COG:MO, RefSeq:WP_043163299.1, SO:0001217, UniParc:UPI00016B31F9, UniRef:UniRef100_UPI00016B31F9, UniRef:UniRef50_A1QYQ5, UniRef:UniRef90_G0AKR8
MBDBPK_00525	cds	1	438	+	GOIOJP_00515	nusB	transcription antitermination factor NusB	COG:COG0781, COG:K, GO:0003723, GO:0006353, GO:0006355, GO:0031564, SO:0001217, UniParc:UPI000188247E, UniRef:UniRef100_A0A7U8I5Z0, UniRef:UniRef50_O51134, UniRef:UniRef90_O51134
MBDBPK_00530	cds	1	1011	+	GOIOJP_00520	surA	Peptidyl-prolyl isomerase, parvulin family	COG:COG0760, COG:O, RefSeq:WP_002655997.1, SO:0001217, UniParc:UPI0000057358, UniRef:UniRef100_O51135, UniRef:UniRef50_A0A1L6VPA1, UniRef:UniRef90_A0A1L6VPA1
MBDBPK_00535	cds	1	1197	+	GOIOJP_00525	paaJ	Acetyl-CoA acetyltransferase	COG:COG0183, COG:I, RefSeq:WP_106021736.1, SO:0001217, UniParc:UPI000D037413, UniRef:UniRef100_UPI000D037413, UniRef:UniRef50_O51136, UniRef:UniRef90_O51136
MBDBPK_00540	cds	1	1365	+	GOIOJP_00530		Outer membrane protein	RefSeq:WP_002656911.1, SO:0001217, UniParc:UPI000005735A, UniRef:UniRef100_O51137, UniRef:UniRef50_O51137, UniRef:UniRef90_O51137
MBDBPK_00545	cds	1	1368	+	GOIOJP_00535	dnaB	replicative DNA helicase	COG:COG0305, COG:L, EC:3.6.4.12, GO:0003678, GO:0006260, RefSeq:WP_002656583.1, SO:0001217, UniParc:UPI000005735B, UniRef:UniRef100_O51138, UniRef:UniRef50_O51138, UniRef:UniRef90_O51138
MBDBPK_00550	cds	1	522	+	GOIOJP_00540	rplI	50S ribosomal protein L9	GO:0000311, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_002656726.1, SO:0001217, UniParc:UPI000005735C, UniRef:UniRef100_O51139, UniRef:UniRef50_O51139, UniRef:UniRef90_O51139
MBDBPK_00555	cds	1	291	+	GOIOJP_00545	rpsR	30S ribosomal protein S18	COG:COG0238, COG:J, GO:0000314, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, RefSeq:WP_002556715.1, SO:0001217, UniParc:UPI000005735D, UniRef:UniRef100_O51140, UniRef:UniRef50_B5RLI7, UniRef:UniRef90_O51140
MBDBPK_00560	cds	25	450	+	GOIOJP_00550	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, GO:0003697, GO:0006260, SO:0001217, UniRef:UniRef50_O51141, UniRef:UniRef90_O51141
MBDBPK_00565	cds	1	420	+	GOIOJP_00555	rpsF	30S ribosomal protein S6	GO:0000314, GO:0003735, GO:0006412, GO:0022627, RefSeq:WP_002656370.1, SO:0001217, UniParc:UPI00016B3086, UniRef:UniRef100_A0A7U8EYT3, UniRef:UniRef50_Q662P7, UniRef:UniRef90_D6RWW2
MBDBPK_00570	cds	1	1695	+	GOIOJP_00560	ptsG2	Phosphotransferase system IIB components	COG:COG1264, COG:G, RefSeq:WP_002656218.1, SO:0001217, UniParc:UPI00016B3085, UniRef:UniRef100_O51143, UniRef:UniRef50_B5RLJ0, UniRef:UniRef90_A0A7I6GVL3
MBDBPK_00575	cds	1	702	+	GOIOJP_00565	yqfA	UPF0073 membrane protein BB_0117	COG:COG1272, COG:U, GO:0005886, GO:0140911, RefSeq:WP_002656627.1, SO:0001217, UniParc:UPI00016B3084, UniRef:UniRef100_UPI00016B3084, UniRef:UniRef50_O51144, UniRef:UniRef90_O51144
MBDBPK_00580	cds	1	1302	+	GOIOJP_00570	rseP	RIP metalloprotease RseP	COG:COG0750, COG:OK, EC:3.4.24.-, GO:0004222, GO:0005886, GO:0006508, GO:0016020, GO:0046872, RefSeq:WP_002656087.1, SO:0001217, UniParc:UPI00016B282A, UniRef:UniRef100_A0A0H3C3R7, UniRef:UniRef50_O51145, UniRef:UniRef90_O51145
MBDBPK_00585	cds	1	852	+	GOIOJP_00575		Phosphatidate cytidylyltransferase	RefSeq:WP_002655941.1, SO:0001217, UniParc:UPI000188247D, UniRef:UniRef100_A0A7U8EY17, UniRef:UniRef50_B5RLJ3, UniRef:UniRef90_B9X8T7
MBDBPK_00590	cds	1	693	+	GOIOJP_00580	uppS	polyprenyl diphosphate synthase	COG:COG0020, COG:I, EC:2.5.1.-, GO:0000287, GO:0004659, GO:0005737, GO:0009252, RefSeq:WP_002656404.1, SO:0001217, UniParc:UPI00016B3083, UniRef:UniRef100_UPI00016B3083, UniRef:UniRef50_O51146, UniRef:UniRef90_O51146
MBDBPK_00595	cds	1	555	+	GOIOJP_00585	frr	ribosome recycling factor	COG:COG0233, COG:J, GO:0005737, GO:0006412, GO:0006415, GO:0008135, RefSeq:WP_002655973.1, SO:0001217, UniParc:UPI00016B3082, UniRef:UniRef100_A0A7U8I622, UniRef:UniRef50_O51147, UniRef:UniRef90_O51147
MBDBPK_00600	cds	1	840	+	GOIOJP_00590	tsf	translation elongation factor Ts	COG:COG0264, COG:J, GO:0003746, GO:0005829, GO:0006414, RefSeq:WP_002655995.1, SO:0001217, UniParc:UPI00016B3081, UniRef:UniRef100_UPI00016B3081, UniRef:UniRef50_O51148, UniRef:UniRef90_O51148
MBDBPK_00605	cds	16	783	+	GOIOJP_00595	rpsB	30S ribosomal protein S2	COG:COG0052, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0015935, GO:0022627, KEGG:K02967, SO:0001217, UniRef:UniRef50_Q0SP41, UniRef:UniRef90_Q0SP41
MBDBPK_00615	cds	1	723	+	GOIOJP_00600		Lipoprotein	RefSeq:WP_002657084.1, SO:0001217, UniParc:UPI00016B307E, UniRef:UniRef100_A0A7U8EZF0, UniRef:UniRef50_W5SYW4, UniRef:UniRef90_A0A7I6GVM1
MBDBPK_00620	cds	1	612	+	GOIOJP_00605		Tetratricopeptide repeat domain protein	RefSeq:WP_002656585.1, SO:0001217, UniParc:UPI00016B307D, UniRef:UniRef100_UPI00016B307D, UniRef:UniRef50_Q0SP37, UniRef:UniRef90_Q0SP37
MBDBPK_00625	cds	1	1656	+	GOIOJP_00610	rpsA	30S ribosomal protein S1	COG:COG0539, COG:J, RefSeq:WP_002656122.1, SO:0001217, UniParc:UPI00016B307C, UniRef:UniRef100_UPI00016B307C, UniRef:UniRef50_B5RLK2, UniRef:UniRef90_A0A7I6GVM8
MBDBPK_00630	cds	1	666	+	GOIOJP_00615	cmk	(d)CMP kinase	COG:COG0283, COG:F, EC:2.7.4.25, GO:0004127, GO:0005524, GO:0005737, GO:0006220, GO:0015949, GO:0016310, GO:0036430, GO:0036431, RefSeq:WP_002656008.1, SO:0001217, UniParc:UPI000005736B, UniRef:UniRef100_O51154, UniRef:UniRef50_O51154, UniRef:UniRef90_O51154
MBDBPK_00635	cds	1	750	+	GOIOJP_00620	rsuA	Uncharacterized RNA pseudouridine synthase BB_0129	COG:COG1187, COG:J, EC:5.4.99.-, GO:0000455, GO:0003723, GO:0120159, RefSeq:WP_002556731.1, SO:0001217, UniParc:UPI000005736C, UniRef:UniRef100_O51155, UniRef:UniRef50_O51155, UniRef:UniRef90_O51155
MBDBPK_00640	cds	1	768	+	GOIOJP_00625		Segregation and condensation protein A	RefSeq:WP_002656795.1, SO:0001217, UniParc:UPI000005736D, UniRef:UniRef100_O51156, UniRef:UniRef50_D6RWX7, UniRef:UniRef90_O51156
MBDBPK_00645	cds	1	1098	+	GOIOJP_00630	recA	recombinase RecA	COG:COG0468, COG:L, GO:0003677, GO:0003684, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0008094, GO:0009432, GO:0016887, GO:0140664, RefSeq:WP_002656652.1, SO:0001217, UniParc:UPI00016B2F08, UniRef:UniRef100_UPI00016B2F08, UniRef:UniRef50_Q59180, UniRef:UniRef90_Q59180
MBDBPK_00650	cds	1	2706	+	GOIOJP_00635	greA	transcription elongation factor GreA	COG:COG1747, COG:S, GO:0003677, GO:0032784, GO:0070063, RefSeq:WP_002656111.1, SO:0001217, UniParc:UPI00016B2F07, UniRef:UniRef100_UPI00016B2F07, UniRef:UniRef50_O51157, UniRef:UniRef90_O51157
MBDBPK_00655	cds	1	945	+	GOIOJP_00640		Tetratricopeptide repeat domain protein	RefSeq:WP_002656953.1, SO:0001217, UniParc:UPI0000057370, UniRef:UniRef100_O51158, UniRef:UniRef50_A0A7I6GVL1, UniRef:UniRef90_A0A7I6GVL1
MBDBPK_00660	cds	1	1128	+	GOIOJP_00645		Tetratricopeptide repeat domain protein	RefSeq:WP_002656086.1, SO:0001217, UniParc:UPI00016B2F06, UniRef:UniRef100_UPI00016B2F06, UniRef:UniRef50_A0A7I6GVP1, UniRef:UniRef90_O51159
MBDBPK_00665	cds	1	1371	+	GOIOJP_00650	hisS	histidine--tRNA ligase	COG:COG0124, COG:J, EC:6.1.1.21, GO:0004821, GO:0005524, GO:0005737, GO:0006427, RefSeq:WP_002656264.1, SO:0001217, UniParc:UPI00016B2C86, UniRef:UniRef100_O51160, UniRef:UniRef50_O51160, UniRef:UniRef90_O51160
MBDBPK_00670	cds	1	1890	+	GOIOJP_00655	ftsI	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	COG:COG0768, COG:DM, RefSeq:WP_106021735.1, SO:0001217, UniParc:UPI000D036344, UniRef:UniRef100_UPI000D036344, UniRef:UniRef50_A0A142JC70, UniRef:UniRef90_A0A7I6GVM4
MBDBPK_00675	cds	1	1893	+	GOIOJP_00660	fAA1	Long-chain acyl-CoA synthetase (AMP-forming)	COG:COG1022, COG:I, RefSeq:WP_002656698.1, SO:0001217, UniParc:UPI00016B2F04, UniRef:UniRef100_UPI00016B2F04, UniRef:UniRef50_A0A142JC69, UniRef:UniRef90_A0A7X0DRE1
MBDBPK_00680	cds	1	312	+	GOIOJP_00665		Nitrogen regulatory protein P-II	RefSeq:WP_002656352.1, SO:0001217, UniParc:UPI00016B2F02, UniRef:UniRef100_O51164, UniRef:UniRef50_O51164, UniRef:UniRef90_O51164
MBDBPK_00685	cds	1	3216	+	GOIOJP_00670		Acriflavine resistance protein	RefSeq:WP_002655984.1, SO:0001217, UniParc:UPI00016B2F01, UniRef:UniRef100_UPI00016B2F01, UniRef:UniRef50_W5SMF8, UniRef:UniRef90_A0A7I6GVM2
MBDBPK_00690	cds	1	954	+	GOIOJP_00675	acrA	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	COG:COG0845, COG:MV, RefSeq:WP_002655978.1, SO:0001217, UniParc:UPI00016B2F00, UniRef:UniRef100_UPI00016B2F00, UniRef:UniRef50_A0A142JC66, UniRef:UniRef90_A0A7I6GVK9
MBDBPK_00695	cds	1	1323	+	GOIOJP_00680	tolC	Outer membrane protein TolC	COG:COG1538, COG:M, SO:0001217, UniRef:UniRef50_B5RLL6, UniRef:UniRef90_A0A0H3C184
MBDBPK_00705	cds	1	873	+	GOIOJP_00685	proX	ABC-type proline/glycine betaine transport system, periplasmic component	COG:COG2113, COG:E, RefSeq:WP_002656902.1, SO:0001217, UniParc:UPI00016B2EFD, UniRef:UniRef100_A0A7U8I628, UniRef:UniRef50_A0A142JC64, UniRef:UniRef90_A0A7I6GVL7
MBDBPK_00710	cds	1	900	+	GOIOJP_00690	proW	ABC-type proline/glycine betaine transport system, permease component	COG:COG4176, COG:E, RefSeq:WP_002656468.1, SO:0001217, UniParc:UPI000005737C, UniRef:UniRef100_O51170, UniRef:UniRef50_B5RKX5, UniRef:UniRef90_A0A7I6GVM0
MBDBPK_00715	cds	1	1119	+	GOIOJP_00695	proV	ABC-type proline/glycine betaine transport system, ATPase component	COG:COG4175, COG:E, RefSeq:WP_002556747.1, SO:0001217, UniParc:UPI000005737D, UniRef:UniRef100_O51171, UniRef:UniRef50_B5RKX6, UniRef:UniRef90_A0A7I6GVP5
MBDBPK_00720	cds	1	1011	+	GOIOJP_00700	flaB	flagellin FlaB	BlastRules:WP_002661938, COG:COG1344, COG:N, GO:0005198, GO:0016020, GO:0055040, RefSeq:WP_002556748.1, SO:0001217, UniParc:UPI000012A844, UniRef:UniRef100_P11089, UniRef:UniRef50_P11089, UniRef:UniRef90_P11089
MBDBPK_00725	cds	1	1998	+	GOIOJP_00705	fliD	Flagellar hook-associated protein 2	COG:COG1345, COG:N, GO:0007155, GO:0009421, GO:0009424, GO:0055040, RefSeq:WP_002656364.1, SO:0001217, UniParc:UPI00016B2DA2, UniRef:UniRef100_UPI00016B2DA2, UniRef:UniRef50_O51173, UniRef:UniRef90_O51173
MBDBPK_00730	cds	1	1206	+	GOIOJP_00710	nagA	N-acetylglucosamine-6-phosphate deacetylase	COG:COG1820, COG:G, EC:3.5.1.25, GO:0006040, GO:0008448, RefSeq:WP_002656982.1, SO:0001217, UniParc:UPI00016B2DA1, UniRef:UniRef100_A0A7U8EZR1, UniRef:UniRef50_O51175, UniRef:UniRef90_O51175
MBDBPK_00735	cds	1	807	+	GOIOJP_00715	nagB	glucosamine-6-phosphate deaminase	COG:COG0363, COG:G, EC:3.5.99.6, GO:0004342, GO:0005975, GO:0006044, GO:0006046, GO:0019262, RefSeq:WP_002656083.1, SO:0001217, UniParc:UPI00016B2DA0, UniRef:UniRef100_UPI00016B2DA0, UniRef:UniRef50_O30564, UniRef:UniRef90_O30564
MBDBPK_00740	cds	1	612	+	GOIOJP_00720	sod	Superoxide dismutase [Fe]	COG:COG0605, COG:P, EC:1.15.1.1, GO:0004784, GO:0005829, GO:0046872, KEGG:K04564, RefSeq:WP_002556752.1, SO:0001217, UniParc:UPI0000135C01, UniRef:UniRef100_O30563, UniRef:UniRef50_O30563, UniRef:UniRef90_O30563
MBDBPK_00745	cds	1	2700	+	GOIOJP_00725	secA	preprotein translocase subunit SecA	COG:COG0653, COG:U, EC:7.4.2.8, GO:0005524, GO:0005737, GO:0005886, GO:0006605, GO:0006886, GO:0008564, GO:0017038, GO:0046872, GO:0065002, RefSeq:WP_002656522.1, SO:0001217, UniParc:UPI00016B2D9F, UniRef:UniRef100_UPI00016B2D9F, UniRef:UniRef50_O07497, UniRef:UniRef90_O07497
MBDBPK_00750	cds	1	1137	+	GOIOJP_00730		Lipoprotein	RefSeq:WP_002655952.1, SO:0001217, UniParc:UPI0000057386, UniRef:UniRef100_O51177, UniRef:UniRef50_A0A1L6VPJ9, UniRef:UniRef90_A0A1L6VPJ9
MBDBPK_00755	cds	1	435	+	GOIOJP_00735		hypothetical protein	RefSeq:WP_002656923.1, SO:0001217, UniParc:UPI00016B2D9E, UniRef:UniRef100_UPI00016B2D9E, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
MBDBPK_00760	cds	1	417	+	GOIOJP_00740		Integral membrane protein	RefSeq:WP_002556755.1, SO:0001217, UniParc:UPI0000057388, UniRef:UniRef100_A0A7U8EXZ5, UniRef:UniRef50_W5SS68, UniRef:UniRef90_C0AQ90
MBDBPK_00765	cds	1	717	+	GOIOJP_00745		S2/P23 family protein	RefSeq:WP_002655944.1, SO:0001217, UniParc:UPI00003CEB69, UniRef:UniRef100_Q6DRT2, UniRef:UniRef50_A0A1G4PS65, UniRef:UniRef90_A0A1L6VPL4
MBDBPK_00770	cds	1	675	+	GOIOJP_00750		S2/P23 family protein	RefSeq:WP_002656701.1, SO:0001217, UniParc:UPI00003CEB6A, UniRef:UniRef100_Q6DRT1, UniRef:UniRef50_Q0SP06, UniRef:UniRef90_A0A0H3C4B8
MBDBPK_00775	cds	1	1119	+	GOIOJP_00755	alr	alanine racemase	COG:COG0787, COG:M, EC:5.1.1.1, GO:0008784, GO:0009252, GO:0030170, GO:0030632, KEGG:K01775, SO:0001217, UniRef:UniRef50_O51182, UniRef:UniRef90_O51182
MBDBPK_00780	cds	1	1602	+	GOIOJP_00760		YD repeat protein	RefSeq:WP_002656840.1, SO:0001217, UniParc:UPI00016B2D9C, UniRef:UniRef100_UPI00016B2D9C, UniRef:UniRef50_A0A386PMT9, UniRef:UniRef90_C0AQ86
MBDBPK_00790	cds	1	1749	+	GOIOJP_00765		Cytosolic protein	RefSeq:WP_002556761.1, SO:0001217, UniParc:UPI00016B2D9B, UniRef:UniRef100_A0A7U8EYR9, UniRef:UniRef50_W5SXJ3, UniRef:UniRef90_O51185
MBDBPK_00795	cds	1	987	+	GOIOJP_00770		K+-dependent Na+/Ca+ exchanger-like protein	RefSeq:WP_002656950.1, SO:0001217, UniParc:UPI00016B2C4D, UniRef:UniRef100_UPI00016B2C4D, UniRef:UniRef50_O51186, UniRef:UniRef90_O51186
MBDBPK_00800	cds	1	1845	+	GOIOJP_00775		DUF4015 domain-containing protein	RefSeq:WP_002656882.1, SO:0001217, UniParc:UPI00016B2C4C, UniRef:UniRef100_UPI00016B2C4C, UniRef:UniRef50_O51187, UniRef:UniRef90_G0IR09
MBDBPK_00805	cds	1	1521	+	GOIOJP_00780		4-alpha-glucanotransferase	RefSeq:WP_002656019.1, SO:0001217, UniParc:UPI00016B2C4B, UniRef:UniRef100_UPI00016B2C4B, UniRef:UniRef90_O51188
MBDBPK_00810	cds	1	1170	+	GOIOJP_00785	ompA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	COG:COG2885, COG:M, RefSeq:WP_002655999.1, SO:0001217, UniParc:UPI0000057392, UniRef:UniRef100_UPI0000057392, UniRef:UniRef50_A0A142JC46, UniRef:UniRef90_A0A1L6VPD8
MBDBPK_00815	cds	1	378	+	GOIOJP_00790	dksA	RNA polymerase-binding transcription factor DksA	COG:COG1734, COG:K, RefSeq:WP_002656274.1, SO:0001217, UniParc:UPI00016B2C4A, UniRef:UniRef100_UPI000D040623, UniRef:UniRef50_O51190, UniRef:UniRef90_O51190
MBDBPK_00820	cds	1	234	+	GOIOJP_00795	infA	translation initiation factor IF-1	COG:COG0361, COG:J, GO:0003743, GO:0006413, SO:0001217, UniRef:UniRef50_A0A937Z7Y1, UniRef:UniRef90_A0A1L6VSH6
MBDBPK_00825	cds	1	2049	+	GOIOJP_00800		SH3b domain-containing protein	SO:0001217, UniRef:UniRef50_O51192, UniRef:UniRef90_O51192
MBDBPK_00830	cds	1	588	+	GOIOJP_00805	tPR	Tetratricopeptide (TPR) repeat	COG:COG0457, COG:R, RefSeq:WP_002656372.1, SO:0001217, UniParc:UPI00016B2C47, UniRef:UniRef100_UPI00016B2C47, UniRef:UniRef50_A0A7I6GVR4, UniRef:UniRef90_A0A7I6GVR4
MBDBPK_00835	cds	1	987	+	GOIOJP_00810	terY	Uncharacterized conserved protein YegL, contains vWA domain of TerY type	COG:COG4245, COG:S, RefSeq:WP_002665088.1, SO:0001217, UniParc:UPI0001965648, UniRef:UniRef100_UPI0001965648, UniRef:UniRef50_A0A7I6GVP6, UniRef:UniRef90_A0A7I6GVP6
MBDBPK_00840	cds	1	1002	+	GOIOJP_00815	chlD	Uncharacterized protein BB_0173	COG:COG1240, COG:H, GO:0005886, RefSeq:WP_002656336.1, SO:0001217, UniParc:UPI00016B2C45, UniRef:UniRef100_A0A7U8I4Z1, UniRef:UniRef50_O51195, UniRef:UniRef90_O51195
MBDBPK_00845	cds	1	906	+	GOIOJP_00820	batD	Protein BatD	RefSeq:WP_002656117.1, SO:0001217, UniParc:UPI0000057399, UniRef:UniRef100_O51196, UniRef:UniRef50_O51196, UniRef:UniRef90_O51196
MBDBPK_00850	cds	1	876	+	GOIOJP_00825	yeaD2	Uncharacterized conserved protein, DUF58 family, contains vWF domain	COG:COG1721, COG:S, RefSeq:WP_002656651.1, SO:0001217, UniParc:UPI000005739A, UniRef:UniRef100_H7C647, UniRef:UniRef50_A0A142JC38, UniRef:UniRef90_Q0SNY9
MBDBPK_00855	cds	1	993	+	GOIOJP_00830	moxR	MoxR-like ATPase	COG:COG0714, COG:R, RefSeq:WP_002556774.1, SO:0001217, UniParc:UPI00016B2C44, UniRef:UniRef100_O87927, UniRef:UniRef50_Q0SNY8, UniRef:UniRef90_Q0SNY8
MBDBPK_00860	cds	1	627	+	GOIOJP_00835	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	COG:COG0357, COG:J, EC:2.1.1.-, EC:2.1.1.170, GO:0005575, GO:0005737, GO:0008168, GO:0031167, GO:0046118, GO:0070043, RefSeq:WP_002665606.1, SO:0001217, UniParc:UPI000005739C, UniRef:UniRef100_P53363, UniRef:UniRef50_P53363, UniRef:UniRef90_P53363
MBDBPK_00865	cds	1	1866	+	GOIOJP_00840	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	COG:COG0445, COG:J, GO:0002098, GO:0005737, GO:0008033, GO:0050660, RefSeq:WP_002657592.1, SO:0001217, UniParc:UPI000012B432, UniRef:UniRef100_P53362, UniRef:UniRef50_P53362, UniRef:UniRef90_P53362
MBDBPK_00870	cds	1	1395	+	GOIOJP_00845	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	COG:COG0486, COG:J, EC:3.6.-.-, GO:0003924, GO:0005525, GO:0005737, GO:0006400, GO:0046872, RefSeq:WP_002656499.1, SO:0001217, UniParc:UPI000005739E, UniRef:UniRef100_P53364, UniRef:UniRef50_P53364, UniRef:UniRef90_P53364
MBDBPK_00875	cds	1	495	+	GOIOJP_00850	flbF	FlbF protein	RefSeq:WP_002656867.1, SO:0001217, UniParc:UPI000005739F, UniRef:UniRef100_H7C640, UniRef:UniRef50_A0A1L6VTL9, UniRef:UniRef90_A0A7W9SKG6
MBDBPK_00880	cds	1	1884	+	GOIOJP_00855	flgK	flagellar hook-associated protein FlgK	COG:COG1256, COG:N, GO:0001539, GO:0005198, GO:0005576, GO:0005829, GO:0009424, GO:0044780, RefSeq:WP_002656068.1, SO:0001217, UniParc:UPI00000573A0, UniRef:UniRef100_P70859, UniRef:UniRef50_P70859, UniRef:UniRef90_P70859
MBDBPK_00885	cds	1	1275	+	GOIOJP_00860	flgL	flagellar hook-associated protein 3	COG:COG1344, COG:N, KEGG:K02397, RefSeq:WP_002655983.1, SO:0001217, UniParc:UPI00016B2ACB, UniRef:UniRef100_A0A7U8EYF1, UniRef:UniRef50_Q0SNY2, UniRef:UniRef90_Q0SNY2
