#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
DOEPLN_05650	1	312	+	GOIOJP_33725	11.5	5.3	PF00072.28|Response_reg	PFAM:PF00072.28
IMBLMG_04295	1	318	+	GOIOJP_33730	11.9	5.5	PF21757.1|DUF6870	PFAM:PF21757.1
IMBLMG_05230	1	300	+	GOIOJP_33740	10.1	5.5		
IMBLMG_06260	1	186	+	GOIOJP_33785	5.9	4.6		
IMBLMG_06430	1	231	+	GOIOJP_33815	9.0	6.1	PF05714.15|PFam54_60	PFAM:PF05714.15
IMBLMG_06555	1	204	+	GOIOJP_33820	7.4	10.5		
KFEJKD_05090	1	531	+	GOIOJP_33840	19.6	8.6		SO:0001217, UniRef:UniRef50_A0A7D7WIM1
KFEJKD_06575	1	330	+	GOIOJP_33890	12.1	8.5		
KFEJKD_06705	1	411	+	GOIOJP_33895	15.9	7.6		SO:0001217, UniRef:UniRef50_UPI001E473841
KFEJKD_07005	1	564	+	GOIOJP_33930	20.2	9.6		
KFEJKD_07065	1	471	+	GOIOJP_33940	18.1	6.1	PF02524.18|KID	PFAM:PF02524.18, RefSeq:WP_012644103.1, SO:0001217, UniParc:UPI00016C3C36, UniRef:UniRef100_A0A7U4DIU5, UniRef:UniRef50_G0ISZ1, UniRef:UniRef90_A0A7U4DIU5
KFEJKD_07115	1	600	+	GOIOJP_33965	22.3	9.7		
KFEJKD_07170	1	297	+	GOIOJP_33975	11.4	9.1	PF09180.15|ProRS-C_1	PFAM:PF09180.15
KFEJKD_07245	1	459	+	GOIOJP_33980	16.3	7.8		
KFEJKD_07295	1	363	+	GOIOJP_33990	13.4	4.6		
HADFDG_05490	1	579	+	GOIOJP_34020	19.0	5.5		
HADFDG_06305	1	267	+	GOIOJP_34030	9.8	6.2	PF02524.18|KID	PFAM:PF02524.18
OHAJAL_04545	1	312	+	GOIOJP_34125	12.1	9.6		
OHAJAL_05760	1	294	+	GOIOJP_34150	11.6	9.6		RefSeq:WP_010883902.1, SO:0001217, UniParc:UPI0000057722, UniRef:UniRef100_H7C642, UniRef:UniRef50_H7C642, UniRef:UniRef90_H7C642
OHAJAL_05775	1	261	+	GOIOJP_34155	10.3	9.6		SO:0001217, UniRef:UniRef50_UPI001E5893B3, UniRef:UniRef90_UPI001E5893B3
OHAJAL_06265	1	783	+	GOIOJP_34165	29.7	6.5		RefSeq:WP_106021770.1, SO:0001217, UniParc:UPI000D0275A6, UniRef:UniRef100_UPI000D0275A6, UniRef:UniRef90_A0A0H3C5I5
OHAJAL_06770	1	330	+	GOIOJP_34190	12.1	4.9		
HEGNPG_04640	1	240	+	GOIOJP_34240	9.0	4.5		
HEGNPG_04775	1	594	+	GOIOJP_34330	22.7	9.1		RefSeq:WP_010258362.1, SO:0001217, UniParc:UPI00016B33CF, UniRef:UniRef100_A0A0H3C267, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
HEGNPG_05125	1	834	+	GOIOJP_34440	31.4	6.4		RefSeq:WP_010256663.1, SO:0001217, UniParc:UPI00017F38ED, UniRef:UniRef100_UPI00017F38ED, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
HEGNPG_05155	1	798	+	GOIOJP_34460	30.4	8.2		
HEGNPG_05395	1	366	+	GOIOJP_34475	14.3	8.8		RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
LOGJGD_06125	1	447	+	GOIOJP_34505	17.0	5.9		
LOGJGD_06335	1	324	+	GOIOJP_34525	12.4	4.6		SO:0001217, UniRef:UniRef50_C0R8Z5
LOGJGD_06340	1	324	+	GOIOJP_34530	12.4	4.6		SO:0001217, UniRef:UniRef50_C0R8Z5
LOGJGD_06355	1	534	+	GOIOJP_34535	19.4	5.2		SO:0001217, UniRef:UniRef50_UPI000D0475BA, UniRef:UniRef90_UPI001E32276F
LOGJGD_06360	1	534	+	GOIOJP_34540	19.5	5.1		SO:0001217, UniRef:UniRef50_UPI000D0475BA, UniRef:UniRef90_UPI001E32276F
LOGJGD_06435	1	294	+	GOIOJP_34555	11.6	9.6		RefSeq:WP_010883902.1, SO:0001217, UniParc:UPI0000057722, UniRef:UniRef100_H7C642, UniRef:UniRef50_H7C642, UniRef:UniRef90_H7C642
LOGJGD_06465	1	261	+	GOIOJP_34560	9.9	6.0		
HPPCIN_05755	1	339	+	GOIOJP_34570	13.3	9.1		
HPPCIN_06110	1	297	+	GOIOJP_34610	10.9	4.3		
CKAADH_05115	1	708	+	GOIOJP_34620	28.1	8.5		SO:0001217, UniRef:UniRef50_C0R932
CKAADH_05535	1	834	+	GOIOJP_34625	31.4	6.2		RefSeq:WP_012666143.1, SO:0001217, UniParc:UPI00017F3732, UniRef:UniRef100_UPI00017F3732, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CKAADH_06530	1	267	+	GOIOJP_34645	9.8	6.2	PF02524.18|KID	PFAM:PF02524.18
ONLLKE_05650	1	165	+	GOIOJP_34660	5.3	10.4		SO:0001217, UniRef:UniRef50_UPI001304D860
ONLLKE_06300	1	348	+	GOIOJP_34695	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
KNKKGP_05950	1	543	+	GOIOJP_34780	17.9	7.8		
DOIPOL_06375	1	282	+	GOIOJP_34820	10.9	9.5		SO:0001217, UniRef:UniRef50_C0R8F1
ALJABA_01605	1	2070	+	GOIOJP_34825	76.5	7.1	PF00005.31|ABC_tran, PF02463.23|SMC_N, PF13304.10|AAA_21, PF17755.5|UvrA_DNA-bind	PFAM:PF00005.31, PFAM:PF02463.23, PFAM:PF13304.10, PFAM:PF17755.5
ALJABA_01610	1	744	+	GOIOJP_34830	27.7	9.4	PF17760.5|UvrA_inter	PFAM:PF17760.5
ALJABA_03285	1	900	+	GOIOJP_34845	34.2	9.3		
ALJABA_03405	1	315	+	GOIOJP_34850	12.1	9.5	PF00398.24|RrnaAD	PFAM:PF00398.24
ALJABA_04140	1	609	+	GOIOJP_34865	22.7	7.7		RefSeq:WP_238528647.1, SO:0001217, UniParc:UPI0003022FE2, UniRef:UniRef100_UPI0003022FE2, UniRef:UniRef50_UPI0003022FE2, UniRef:UniRef90_UPI0003022FE2
ALJABA_04145	1	351	+	GOIOJP_34870	13.4	9.0		SO:0001217, UniRef:UniRef50_UPI001EE67C96, UniRef:UniRef90_UPI001EE67C96
ALJABA_04195	1	384	+	GOIOJP_34875	15.1	6.6		
ALJABA_05385	1	276	+	GOIOJP_34920	8.4	6.1		
ALJABA_05840	1	1086	+	GOIOJP_34955	42.7	8.8	PF12705.11|PDDEXK_1	PFAM:PF12705.11
CBKJCA_02445	1	612	+	GOIOJP_35010	23.1	5.1	PF08282.16|Hydrolase_3	PFAM:PF08282.16
CBKJCA_02550	1	471	+	GOIOJP_35015	18.1	6.1	PF02524.18|KID	PFAM:PF02524.18, RefSeq:WP_012644103.1, SO:0001217, UniParc:UPI00016C3C36, UniRef:UniRef100_A0A7U4DIU5, UniRef:UniRef50_G0ISZ1, UniRef:UniRef90_A0A7U4DIU5
CBKJCA_03380	1	423	+	GOIOJP_35035	15.9	6.3	PF00005.31|ABC_tran	PFAM:PF00005.31
CBKJCA_03655	1	240	+	GOIOJP_35060	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
CBKJCA_03970	1	1107	+	GOIOJP_35075	41.4	6.4	PF01584.23|CheW, PF02518.30|HATPase_c	PFAM:PF01584.23, PFAM:PF02518.30
CBKJCA_04035	1	639	+	GOIOJP_35090	24.8	9.3		SO:0001217, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_UPI000D03F8FC
CBKJCA_04450	1	690	+	GOIOJP_35120	26.9	4.5		
CBKJCA_04675	1	474	+	GOIOJP_35155	17.9	6.3	PF00448.26|SRP54	PFAM:PF00448.26
CBKJCA_04810	1	540	+	GOIOJP_35185	21.0	9.9		RefSeq:WP_002660388.1, SO:0001217, UniParc:UPI00016C3BF2, UniRef:UniRef100_A0A7U8EYJ6, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CBKJCA_04850	1	390	+	GOIOJP_35190	14.5	5.6		SO:0001217, UniRef:UniRef50_G0ANT6
CBKJCA_05210	1	219	+	GOIOJP_35230	8.7	9.2		
CBKJCA_05260	1	354	+	GOIOJP_35235	14.1	6.9		SO:0001217, UniRef:UniRef50_W6TJS4
CBKJCA_05280	1	249	+	GOIOJP_35240	9.7	5.5		
OIBADN_03125	1	711	+	GOIOJP_35245	27.2	9.7		
CMJGHP_06145	1	765	+	GOIOJP_35300	29.7	9.8		RefSeq:WP_199179130.1, SO:0001217, UniParc:UPI0018EB8A1E, UniRef:UniRef100_UPI0018EB8A1E, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
CMJGHP_06485	1	378	+	GOIOJP_35305	13.9	5.4		SO:0001217, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
CMJGHP_06545	1	279	+	GOIOJP_35320	10.1	10.1		
CMJGHP_06555	1	201	+	GOIOJP_35325	7.1	4.8		
BFEEJO_05120	1	1563	+	GOIOJP_35335	49.1	5.5		
PMDECG_06070	1	288	+	GOIOJP_35385	10.4	8.0		
PMDECG_06110	1	348	+	GOIOJP_35390	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
PMDECG_06225	1	336	+	GOIOJP_35395	12.8	5.3	PF13614.10|AAA_31	PFAM:PF13614.10
ONKCPE_06440	1	327	+	GOIOJP_35460	12.6	4.5		SO:0001217, UniRef:UniRef50_C0R8Z5
ONKCPE_06570	1	246	+	GOIOJP_35480	9.0	10.0		
ONKCPE_06600	1	210	+	GOIOJP_35485	6.6	8.0		
BLADBF_06570	1	438	+	GOIOJP_35510	16.8	5.5		
DHDNOB_06375	1	609	+	GOIOJP_35570	22.9	4.8		
DHDNOB_06410	1	474	+	GOIOJP_35575	17.2	5.3		
APFGFA_06390	1	489	+	GOIOJP_35600	18.1	5.4		
APFGFA_06395	1	489	+	GOIOJP_35605	18.0	5.4		
CJALMC_05955	1	303	+	GOIOJP_35635	11.7	9.6		
LCGGCH_05745	1	567	+	GOIOJP_35660	21.4	7.7		
LCGGCH_05855	1	528	+	GOIOJP_35665	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
LCGGCH_06365	1	561	+	GOIOJP_35690	20.3	7.5		SO:0001217, UniRef:UniRef50_UPI000D0475BA, UniRef:UniRef90_UPI001E32276F
LCGGCH_06425	1	381	+	GOIOJP_35700	13.6	5.7	PF00156.31|Pribosyltran	PFAM:PF00156.31
LCGGCH_06440	1	294	+	GOIOJP_35705	10.9	4.4		
FDNGDO_05285	1	444	+	GOIOJP_35710	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
FDNGDO_05890	1	1431	+	GOIOJP_35720	54.9	6.0	PF01103.27|Omp85, PF07244.19|POTRA	PFAM:PF01103.27, PFAM:PF07244.19
DJNJMG_02635	1	1149	+	GOIOJP_35760	44.2	9.2		
DJNJMG_04265	13	297	+	GOIOJP_35765	11.2	9.3		
DJNJMG_04510	1	6675	+	GOIOJP_35775	209.5	5.2	PF05192.22|MutS_III	PFAM:PF05192.22
DJNJMG_04820	1	633	+	GOIOJP_35780	25.0	10.2		
DJNJMG_05350	1	366	+	GOIOJP_35795	14.3	8.8		RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
DJNJMG_06410	1	195	+	GOIOJP_35860	7.4	6.2		
DJNJMG_06945	46	684	+	GOIOJP_35910	24.8	9.2		SO:0001217, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_UPI000D03AD59
DJNJMG_06975	1	603	+	GOIOJP_35915	22.5	7.7		
DJNJMG_07045	1	168	+	GOIOJP_35920	6.1	4.1		
DJNJMG_07150	1	234	+	GOIOJP_35935	7.6	9.4		
DJNJMG_07155	1	234	+	GOIOJP_35940	7.6	9.4		
DJNJMG_07175	1	477	+	GOIOJP_35945	18.3	8.9		
OMBBAF_04375	1	1170	+	GOIOJP_35965	45.6	5.0	PF02463.23|SMC_N	PFAM:PF02463.23
OMBBAF_05930	1	492	+	GOIOJP_36020	19.9	9.2	PF13177.10|DNA_pol3_delta2	PFAM:PF13177.10
OMBBAF_06170	1	231	+	GOIOJP_36035	7.1	4.6		
HCMOPL_00895	1	222	+	GOIOJP_36190	8.5	9.3		SO:0001217, UniRef:UniRef50_A0A7X0DKU4
HCMOPL_05870	1	423	+	GOIOJP_36195	15.8	9.0		SO:0001217, UniRef:UniRef50_A0A1L8Z9L7
MKEDNA_04715	1	468	+	GOIOJP_36280	17.6	8.5		SO:0001217, UniRef:UniRef50_UPI0001F23951, UniRef:UniRef90_UPI0001F23951
MKEDNA_04725	1	357	+	GOIOJP_36290	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
MKEDNA_04745	1	240	+	GOIOJP_36300	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
ENDEHL_06615	1	348	+	GOIOJP_36385	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
ENDEHL_06625	1	348	+	GOIOJP_36390	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
GDKDGD_06740	1	396	+	GOIOJP_36415	15.9	8.7		
OCKLPF_05410	1	1200	+	GOIOJP_36435	37.4	7.8		
OCKLPF_06595	1	354	+	GOIOJP_36450	14.2	9.5		RefSeq:WP_042344360.1, SO:0001217, UniParc:UPI0005A8A788, UniRef:UniRef100_UPI0005A8A788, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
OCKLPF_06660	1	258	+	GOIOJP_36465	10.3	5.1		SO:0001217, UniRef:UniRef50_UPI001F3EA763
OCKLPF_06800	1	240	+	GOIOJP_36470	9.1	4.6		
JHMADA_06475	1	369	+	GOIOJP_36500	14.5	6.4		
LFJNJN_06465	1	666	+	GOIOJP_36530	24.4	10.6		
LFJNJN_06595	1	309	+	GOIOJP_36540	11.9	11.2		
LFJNJN_06650	1	222	+	GOIOJP_36545	9.0	11.3		
EEJEEB_05955	1	567	+	GOIOJP_36565	21.8	8.8		RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
CJAHPG_05680	1	264	+	GOIOJP_36600	10.0	7.9	PF03948.18|Ribosomal_L9_C	PFAM:PF03948.18
CJAHPG_05690	1	252	+	GOIOJP_36605	9.6	4.3		
CKOENN_06580	1	318	+	GOIOJP_36640	12.1	5.3		
EFDIJO_06385	1	354	+	GOIOJP_36675	14.1	9.3		RefSeq:WP_106007396.1, SO:0001217, UniParc:UPI000D03C6FE, UniRef:UniRef100_UPI000D03C6FE, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
KALEBJ_04725	1	276	+	GOIOJP_36695	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
KALEBJ_05090	1	324	+	GOIOJP_36740	13.0	9.4		RefSeq:WP_010258250.1, SO:0001217, UniParc:UPI00017F2B75, UniRef:UniRef100_UPI00017F2B75, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
KALEBJ_05105	1	684	+	GOIOJP_36745	26.7	9.4		RefSeq:WP_010258240.1, SO:0001217, UniParc:UPI00016B30E1, UniRef:UniRef100_A0A7U4DIN3, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
KALEBJ_05995	1	354	+	GOIOJP_36770	14.2	9.4		RefSeq:WP_010883945.1, SO:0001217, UniParc:UPI0000057727, UniRef:UniRef100_Q9S019, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
FGLEGI_06190	1	363	+	GOIOJP_36820	13.3	5.0		SO:0001217, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001E38D908
KDOAIL_06795	1	219	+	GOIOJP_36850	7.9	6.7	PF00162.23|PGK	PFAM:PF00162.23
EPICMG_06685	1	225	+	GOIOJP_36880	8.3	5.2		
KCCBHE_05880	1	795	+	GOIOJP_36900	25.9	8.0		
KCCBHE_05895	1	795	+	GOIOJP_36905	25.9	8.0		
KCCBHE_06575	1	261	+	GOIOJP_36930	10.1	10.8		
KCCBHE_06615	1	210	+	GOIOJP_36935	7.7	10.3		
FJHDDH_04640	1	402	+	GOIOJP_36945	15.9	9.1		SO:0001217, UniRef:UniRef50_A0A7U3YBR6
FJHDDH_04645	1	357	+	GOIOJP_36950	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
FJHDDH_04665	1	240	+	GOIOJP_36960	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
MOPHCE_06395	1	396	+	GOIOJP_37030	13.9	5.7	PF07499.17|RuvA_C, PF14520.10|HHH_5	PFAM:PF07499.17, PFAM:PF14520.10
JKACPD_05680	1	264	+	GOIOJP_37060	9.8	4.6		
DCMMOF_06210	1	300	+	GOIOJP_37100	11.9	4.1		
DCMMOF_06215	1	309	+	GOIOJP_37105	11.7	4.2		
DCMMOF_06255	1	261	+	GOIOJP_37110	9.0	9.3		
DCMMOF_06270	1	258	+	GOIOJP_37115	9.9	4.7		
DCMMOF_06290	1	357	+	GOIOJP_37120	13.4	4.4		
DFGMDP_04950	1	414	+	GOIOJP_37150	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
DFGMDP_06255	1	498	+	GOIOJP_37175	18.6	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
DFGMDP_06270	1	498	+	GOIOJP_37180	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
DFGMDP_06310	1	282	+	GOIOJP_37190	10.9	9.5		SO:0001217, UniRef:UniRef50_C0R8F1
NEPGIC_06260	1	360	+	GOIOJP_37220	13.6	6.8		
LAFPAJ_04475	1	831	+	GOIOJP_37265	31.3	5.8		RefSeq:WP_012686304.1, SO:0001217, UniParc:UPI00016B2CB1, UniRef:UniRef100_UPI00016B2CB1, UniRef:UniRef50_O50740, UniRef:UniRef90_A0A1L4DGI0
LAFPAJ_04505	1	786	+	GOIOJP_37295	29.8	6.5		RefSeq:WP_012686299.1, SO:0001217, UniParc:UPI00016B2CAB, UniRef:UniRef100_UPI00016B2CAB, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI00016B2CAB
LAFPAJ_04510	1	783	+	GOIOJP_37300	29.8	5.6		SO:0001217, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI0003F9E6B5
LAFPAJ_04525	1	387	+	GOIOJP_37315	14.3	7.8		RefSeq:WP_012615262.1, SO:0001217, UniParc:UPI00016B2CA7, UniRef:UniRef100_G0ITQ0, UniRef:UniRef50_O50749, UniRef:UniRef90_G0ITQ0
LAFPAJ_04535	1	387	+	GOIOJP_37325	14.6	7.8		RefSeq:WP_012615264.1, SO:0001217, UniParc:UPI00016B2EE0, UniRef:UniRef100_UPI00016B2EE0, UniRef:UniRef50_O50751, UniRef:UniRef90_Q0SL21
LAFPAJ_04550	1	435	+	GOIOJP_37335	16.7	9.7		RefSeq:WP_012686300.1, SO:0001217, UniParc:UPI00016B2CA3, UniRef:UniRef100_UPI00016B2CA3, UniRef:UniRef50_Q0SL23, UniRef:UniRef90_Q0SL23
LAFPAJ_04560	1	603	+	GOIOJP_37345	23.0	5.6	PF02524.18|KID	PFAM:PF02524.18
LAFPAJ_05115	1	417	+	GOIOJP_37350	16.0	9.3		RefSeq:WP_012622101.1, SO:0001217, UniParc:UPI00017F3169, UniRef:UniRef100_B8F1Z8, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
LAFPAJ_05150	1	783	+	GOIOJP_37360	29.7	5.7		RefSeq:WP_012622107.1, SO:0001217, UniParc:UPI00017F316E, UniRef:UniRef100_B8F1Z3, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_B8F1Z3
LAFPAJ_05230	1	504	+	GOIOJP_37420	18.8	9.3		SO:0001217, UniRef:UniRef50_A0A7W9SK12, UniRef:UniRef90_UPI001E2C7FA4
LAFPAJ_05235	1	783	+	GOIOJP_37425	29.7	5.7		RefSeq:WP_012622107.1, SO:0001217, UniParc:UPI00017F316E, UniRef:UniRef100_B8F1Z3, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_B8F1Z3
LAFPAJ_05245	1	1065	+	GOIOJP_37435	41.0	5.4		
LAFPAJ_05250	13	507	+	GOIOJP_37440	18.5	4.1		
LAFPAJ_05260	1	330	+	GOIOJP_37450	12.4	5.9		SO:0001217, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
LAFPAJ_05270	1	417	+	GOIOJP_37460	16.0	9.3		RefSeq:WP_012622101.1, SO:0001217, UniParc:UPI00017F3169, UniRef:UniRef100_B8F1Z8, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
LAFPAJ_06220	1	882	+	GOIOJP_37480	34.5	9.4		SO:0001217, UniRef:UniRef50_UPI001AEEA23D
LAFPAJ_06245	1	237	+	GOIOJP_37490	8.2	4.4		SO:0001217, UniRef:UniRef50_UPI0013A53380
LAFPAJ_06255	1	336	+	GOIOJP_37495	13.0	8.9	PF05714.15|PFam54_60	PFAM:PF05714.15
LAFPAJ_06260	1	294	+	GOIOJP_37500	11.4	9.3		
LAFPAJ_06285	16	543	+	GOIOJP_37510	17.5	4.6		
LAFPAJ_06495	1	1095	+	GOIOJP_37525	34.3	5.7		
LAFPAJ_06500	1	999	+	GOIOJP_37530	32.4	9.1		
LAFPAJ_06575	1	765	+	GOIOJP_37535	29.3	9.9		RefSeq:WP_075226671.1, SO:0001217, UniParc:UPI000941B4CE, UniRef:UniRef100_UPI000941B4CE, UniRef:UniRef50_O50757, UniRef:UniRef90_G0ITN0
LAFPAJ_06580	1	624	+	GOIOJP_37540	23.8	9.7		SO:0001217, UniRef:UniRef50_G0AP11, UniRef:UniRef90_G0AP11
LAFPAJ_06585	1	243	+	GOIOJP_37545	9.1	6.6		
CCBJJB_04440	1	444	+	GOIOJP_37610	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CCBJJB_04455	1	834	+	GOIOJP_37620	31.4	6.4		RefSeq:WP_012672272.1, SO:0001217, UniParc:UPI00016C3984, UniRef:UniRef100_A0A7U3YB63, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CCBJJB_04485	1	780	+	GOIOJP_37630	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
CCBJJB_04505	1	372	+	GOIOJP_37650	13.9	8.5		RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
CCBJJB_04515	1	414	+	GOIOJP_37660	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
CCBJJB_06450	1	246	+	GOIOJP_37675	8.7	8.4		SO:0001217, UniRef:UniRef50_UPI001E2A9453
AEDKNM_06710	1	228	+	GOIOJP_37705	8.1	9.5		
DNHEPK_04580	1	390	+	GOIOJP_37710	13.7	6.7		
DNHEPK_04590	1	642	+	GOIOJP_37715	23.0	8.8	PF00182.23|Glyco_hydro_19	PFAM:PF00182.23
DNHEPK_04595	1	2610	+	GOIOJP_37720	97.7	6.2		
DNHEPK_04605	1	930	+	GOIOJP_37725	34.3	5.1		
DNHEPK_04650	1	1692	+	GOIOJP_37730	63.1	8.4	PF00271.35|Helicase_C	PFAM:PF00271.35
DNHEPK_04665	1	822	+	GOIOJP_37735	29.2	9.2		
DNHEPK_04670	1	882	+	GOIOJP_37740	33.2	7.2		
DNHEPK_04675	1	987	+	GOIOJP_37745	36.6	11.3		
DNHEPK_04680	1	597	+	GOIOJP_37750	21.7	4.9		
DNHEPK_04685	1	2142	+	GOIOJP_37755	80.8	6.5		
DNHEPK_04690	1	471	+	GOIOJP_37760	17.2	5.8		
DNHEPK_04705	1	702	+	GOIOJP_37765	25.4	6.4		
DNHEPK_04720	1	1341	+	GOIOJP_37770	47.7	5.0		
DNHEPK_04725	1	4896	+	GOIOJP_37775	175.6	4.7		
DNHEPK_04745	1	3495	+	GOIOJP_37780	126.1	5.7	PF09718.14|Tape_meas_lam_C	PFAM:PF09718.14
DNHEPK_04755	1	1575	+	GOIOJP_37785	57.5	9.0		
DNHEPK_04775	1	2151	+	GOIOJP_37790	78.8	6.6		
DNHEPK_04780	1	1257	+	GOIOJP_37795	47.0	7.7		
DNHEPK_06855	1	276	+	GOIOJP_37810	10.5	9.4		
FNOEIG_05380	1	354	+	GOIOJP_37835	14.2	9.4	PF18135.5|Type_ISP_C	PFAM:PF18135.5
FNOEIG_06285	1	378	+	GOIOJP_37860	14.3	4.8		
FNOEIG_06330	1	255	+	GOIOJP_37865	10.4	10.1		SO:0001217, UniRef:UniRef50_A0A7U3YBN2
OFBJPJ_04390	1	402	+	GOIOJP_37875	15.9	9.1		SO:0001217, UniRef:UniRef50_A0A7U3YBR6
OFBJPJ_04395	1	357	+	GOIOJP_37880	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
OFBJPJ_04415	1	240	+	GOIOJP_37885	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
ACDKJD_05520	1	315	+	GOIOJP_37950	12.6	8.8	PF03481.17|Sua5_C	PFAM:PF03481.17, SO:0001217, UniRef:UniRef50_H7C642
