DMPBEC_00005	Uncharacterized protein BB_0001
EBACPA_06505	group_1161
EBACPA_06540	group_303
EBACPA_06710	group_3704
EBACPA_07295	group_710
EBACPA_07315	group_189
EBACPA_07325	group_242
EBACPA_07335	group_571
EBACPA_07340	group_941
EBACPA_07350	group_3468
EBACPA_07355	Putative cytosolic protein
EBACPA_07360	group_594
EBACPA_07365	group_404
EBACPA_07370	group_1673
EBACPA_07380	group_292
EBACPA_07385	group_817
CBDIHB_07105	group_3293
CBDIHB_07205	group_2940
CBDIHB_07305	group_178
HAALMC_04615	group_122
HAALMC_05525	group_1303
HAALMC_05625	group_227
HAALMC_06075	group_74
HAALMC_06085	group_73
HAALMC_06765	group_3277
HAALMC_06775	group_1342
HAALMC_06785	group_633
HAALMC_06870	group_255
HAALMC_06890	group_725
HAALMC_06905	group_121
GPOFAP_04295	group_1162
GPOFAP_04515	group_2036
GPOFAP_04520	group_1313
GPOFAP_04530	group_1573
GPOFAP_05075	group_2978
GPOFAP_05270	group_3548
GPOFAP_05470	group_772
GPOFAP_06545	ORF24
GPOFAP_06875	group_628
GPOFAP_06920	group_677
KGIAJM_04600	group_1583
KGIAJM_07230	group_3142
KGIAJM_07385	group_3158
KGIAJM_07390	group_501
ECDEAP_04720	group_216
ECDEAP_04965	group_1919
ECDEAP_04970	group_1915
ECDEAP_05220	group_157
ECDEAP_05240	group_360
ECDEAP_05305	group_2435
ECDEAP_05455	group_2825
ECDEAP_05480	group_158
ECDEAP_05800	group_314
ECDEAP_06000	group_693
ECDEAP_06005	group_159
ECDEAP_06015	group_147
ECDEAP_06020	group_2928
ECDEAP_06030	group_2826
ECDEAP_06035	group_300
ECDEAP_06185	group_1664
ECDEAP_06365	group_2436
ECDEAP_06395	group_1661
ECDEAP_06430	group_148
ECDEAP_06485	group_447
ECDEAP_06505	group_2437
ECDEAP_06510	group_2438
ECDEAP_06515	group_2439
ECDEAP_06520	group_2440
ECDEAP_06525	group_2441
ECDEAP_06545	group_26
ECDEAP_06570	group_2442
ECDEAP_06775	group_2443
ECDEAP_06780	group_2444
ECDEAP_06815	group_2445
GCLKFE_04705	group_2446
GCLKFE_04710	group_2447
GCLKFE_04875	group_822
GCLKFE_05000	group_2056
GCLKFE_05005	group_1114
GCLKFE_05020	group_2655
GCLKFE_05025	group_3015
GCLKFE_05045	group_1017
GCLKFE_05180	group_826
GCLKFE_05190	group_825
GCLKFE_05255	group_2448
GCLKFE_05300	group_1336
GCLKFE_05305	group_1327
GCLKFE_05310	group_1595
GCLKFE_05315	group_2102
GCLKFE_05320	group_1045
GCLKFE_05345	group_271
GCLKFE_05405	group_2449
GCLKFE_05585	group_1140
GCLKFE_05590	group_2450
GCLKFE_05595	cdsA
GCLKFE_05600	group_1141
GCLKFE_05660	group_979
GCLKFE_05700	group_636
GCLKFE_05725	group_1657
GCLKFE_05730	group_1368
GCLKFE_05765	group_173
GCLKFE_05795	group_767
GCLKFE_05890	group_213
GCLKFE_05895	group_2242
GCLKFE_05900	group_557
GCLKFE_05915	group_3155
GCLKFE_05925	group_2452
GCLKFE_05930	group_789
GCLKFE_05975	group_353
GCLKFE_05980	group_1283
GCLKFE_05990	group_2453
GCLKFE_05995	group_1235
GCLKFE_06015	group_2930
GCLKFE_06020	group_856
GCLKFE_06025	group_1272
GCLKFE_06030	group_1271
GCLKFE_06040	group_2454
GCLKFE_06045	group_154
GCLKFE_06060	group_153
GCLKFE_06075	group_560
GCLKFE_06085	group_1492
GCLKFE_06090	group_95
GCLKFE_06095	group_2455
GCLKFE_06100	group_2456
GCLKFE_06105	group_609
GCLKFE_06120	group_3017
GCLKFE_06125	group_558
IKHOEC_04445	group_1584
IKHOEC_06750	group_2947
IKHOEC_06755	group_2457
IKHOEC_06760	group_2458
IKHOEC_06790	group_38
JLNNBJ_04985	group_2995
JLNNBJ_05660	group_312
JLNNBJ_05735	group_555
JLNNBJ_05840	group_907
JLNNBJ_05865	group_3462
JLNNBJ_05875	group_743
JLNNBJ_05950	group_3516
JLNNBJ_06125	group_3063
JLNNBJ_07390	group_969
JLNNBJ_07490	group_3826
JLNNBJ_07505	group_187
JLNNBJ_07525	group_2459
FOOKID_04475	group_1317
FOOKID_04490	group_72
FOOKID_04745	group_1655
FOOKID_04750	group_1367
FOOKID_05250	group_795
FOOKID_05275	group_1305
FOOKID_05500	group_2870
FOOKID_05515	group_3634
FOOKID_05525	group_3784
FOOKID_05700	group_1151
FOOKID_05705	group_761
FOOKID_05710	group_1077
FOOKID_05755	group_2613
FOOKID_05785	group_371
FOOKID_05875	group_3004
FOOKID_06310	group_3145
FOOKID_06335	group_2834
JKDFDB_04625	group_1923
JKDFDB_05315	group_641
JKDFDB_05320	group_1641
JKDFDB_05325	group_1642
JKDFDB_05675	group_2827
JKDFDB_05980	group_2939
JKDFDB_05985	group_904
JKDFDB_05990	group_2974
JKDFDB_06005	group_383
JKDFDB_06315	group_425
JKDFDB_07115	group_211
JKDFDB_07560	group_1331
CFHKPG_05735	group_906
CFHKPG_05805	group_690
CFHKPG_05865	group_258
CFHKPG_05920	group_113
CFHKPG_05935	group_3207
CFHKPG_05940	group_2985
CFHKPG_05950	group_888
CFHKPG_05960	group_518
CFHKPG_05965	group_737
CFHKPG_05975	group_3813
CFHKPG_05980	group_3799
CFHKPG_05985	group_2832
CFHKPG_05990	group_2797
CFHKPG_06010	group_175
CFHKPG_06015	group_691
CFHKPG_06065	group_2115
CFHKPG_06125	group_3435
CFHKPG_06385	group_3814
CFHKPG_06395	group_738
CFHKPG_06400	group_519
CFHKPG_06410	group_889
CFHKPG_06415	group_908
CFHKPG_06550	group_3144
CFHKPG_06830	group_3707
CFHKPG_07245	group_2735
CFHKPG_08025	group_1158
EAOOHO_05090	group_1925
EAOOHO_06105	group_3433
PCFIDF_04730	group_1079
PCFIDF_04770	group_2460
PCFIDF_04840	group_2461
PCFIDF_04930	erpL
PCFIDF_05350	group_3355
PCFIDF_05760	group_2463
PCFIDF_05770	group_1674
PCFIDF_06135	group_228
CEMKAM_04270	group_1610
CEMKAM_04405	group_2464
CEMKAM_04495	group_269
CEMKAM_04685	group_414
CEMKAM_04760	group_3070
CEMKAM_04905	group_3802
CEMKAM_04940	group_2465
CEMKAM_04945	group_2466
CEMKAM_04950	group_2467
CEMKAM_04965	group_411
CEMKAM_04980	group_2612
CEMKAM_04985	group_2945
CEMKAM_05000	group_3198
CEMKAM_05010	group_3549
CEMKAM_05090	group_551
CEMKAM_05110	group_2468
CEMKAM_05120	group_2469
CEMKAM_05125	group_327
CEMKAM_05155	group_576
CEMKAM_05975	group_2470
FMOGGM_00005	group_875
FMOGGM_03110	Putative membrane associated protein
FMOGGM_04395	Mammal-specific outer surface protein C
FMOGGM_04475	group_2472
FMOGGM_04480	group_2473
FMOGGM_04485	group_3236
FMOGGM_04495	group_577
FMOGGM_04555	group_2958
FMOGGM_04590	group_488
FMOGGM_04740	Mlp lipofamily protein
FMOGGM_04805	group_2475
FMOGGM_04915	group_3368
FMOGGM_05005	group_1147
FMOGGM_05020	group_339
FMOGGM_05055	group_444
FMOGGM_05060	group_3369
FMOGGM_05135	group_2476
FMOGGM_05230	group_422
FMOGGM_05440	group_2752
FMOGGM_05455	group_2477
FMOGGM_05605	group_504
FMOGGM_05610	group_487
FMOGGM_06040	group_2478
FMOGGM_06075	group_2479
FMOGGM_06090	group_2480
FMOGGM_06095	group_2481
FMOGGM_06100	group_57
JOOONJ_03150	rnmV
JOOONJ_04350	group_2483
JOOONJ_04415	group_195
JOOONJ_04420	group_2484
JOOONJ_04430	group_559
JOOONJ_04440	group_566
JOOONJ_04445	group_900
JOOONJ_04450	group_2267
JOOONJ_04460	group_525
JOOONJ_04520	group_2485
JOOONJ_04525	group_2486
JOOONJ_04745	group_544
JOOONJ_04835	Phage portal protein
JOOONJ_05100	group_3610
JOOONJ_05110	group_3511
JOOONJ_05240	group_1137
JOOONJ_05320	group_128
JOOONJ_05885	group_704
JOOONJ_05900	group_799
JOOONJ_06150	group_1312
JOOONJ_06260	group_2487
JOOONJ_06265	group_2488
