"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESI26","UCT109","UCT110","UCT113","UCT29","UCT30","UCT31","UCT32","UCT35","UCT50","UCT92","UCT96","UNY149","UNY169","UNY172","UNY193","UNY203","UNY208","URI101","URI102","URI103","URI107","URI111","URI112","URI117","URI118","URI120","URI33","URI34","URI36","URI39","URI40","URI41","URI42","URI44","URI46","URI47","URI48","URI56","URI86","URI87","URI88","URI89","URI91","URI93","UWI247","UWI248","UWI263","UWI283"
"NADH dehydrogenase subunit 4L","","NADH dehydrogenase subunit 4L","49","49","1","63","482","","","","227","227","227","CKDGNL_01910","AIHAAB_03895","APIDPD_00270","HCLMIK_01900","DNBOAP_03895","DLCMNL_01900","GCGJFL_03895","AMNIDF_00270","JODKDA_00270","ANPAAP_00270","KCCBHE_01900","AINDPC_00270","NAHIGD_02360","GMPCOK_01175","EFMOJC_02100","KFEJKD_02250","GDPOAI_03825","CGENMI_02360","KLACFF_03895","BOHBDJ_03895","BIKOAE_00270","BAPHAO_03895","EGFPMN_00275","JIDBHP_00270","NKPDPH_00270","PIKJEB_03960","OFFMIL_03975","JHFDLE_00270","AFNEPP_03695","HCFOCN_00270","EPICMG_03990","BLADBF_00275","KKNGOI_03990","LIJDDG_00275","HFKOMI_01895","CENHHB_01900","GDCPBO_01900","HEGNPG_00270","EFDIJO_01685","GEBMJB_01900","NCOCKI_03895","OHAJAL_01890","CIPKDF_03895","DMHAMM_03895","AGFJGC_03895","GGIAGI_03035","AEKFMC_03140","EMEHFM_03110","LGKPKB_00905"
"Uncharacterized protein BB_0439","","Uncharacterized protein BB_0439","49","49","1","63","450","","","","299","299","299","CKDGNL_02090","AIHAAB_03715","APIDPD_00090","HCLMIK_02080","DNBOAP_03715","DLCMNL_02080","GCGJFL_03715","AMNIDF_00090","JODKDA_00090","ANPAAP_00090","KCCBHE_02080","AINDPC_00090","NAHIGD_02180","GMPCOK_00995","EFMOJC_01920","KFEJKD_01380","GDPOAI_02480","CGENMI_02180","KLACFF_03715","BOHBDJ_03715","BIKOAE_00090","BAPHAO_03715","EGFPMN_00095","JIDBHP_00090","NKPDPH_00090","PIKJEB_04140","OFFMIL_04155","JHFDLE_00090","AFNEPP_03875","HCFOCN_00090","EPICMG_04170","BLADBF_00095","KKNGOI_04170","LIJDDG_00095","HFKOMI_02075","CENHHB_02080","GDCPBO_02080","HEGNPG_00090","EFDIJO_01865","GEBMJB_02080","NCOCKI_03715","OHAJAL_02070","CIPKDF_03715","DMHAMM_03715","AGFJGC_03715","GGIAGI_04105","AEKFMC_02960","EMEHFM_01950","LGKPKB_01085"
"rsmI","","16S rRNA (cytidine(1402)-2'-O)-methyltransferase","49","49","1","63","439","","","","674","791","742","CKDGNL_02145","AIHAAB_03660","APIDPD_00035","HCLMIK_02135","DNBOAP_03660","DLCMNL_02135","GCGJFL_03660","AMNIDF_00035","JODKDA_00035","ANPAAP_00035","KCCBHE_02135","AINDPC_00035","NAHIGD_02125","GMPCOK_00940","EFMOJC_04885","KFEJKD_04075","GDPOAI_04215","CGENMI_02125","KLACFF_03660","BOHBDJ_03660","BIKOAE_00035","BAPHAO_03660","EGFPMN_00040","JIDBHP_00035","NKPDPH_00035","PIKJEB_04195","OFFMIL_04210","JHFDLE_00035","AFNEPP_03930","HCFOCN_00035","EPICMG_04225","BLADBF_00040","KKNGOI_04225","LIJDDG_00040","HFKOMI_02130","CENHHB_02135","GDCPBO_02135","HEGNPG_00035","EFDIJO_01920","GEBMJB_02135","NCOCKI_03660","OHAJAL_02125","CIPKDF_03660","DMHAMM_03660","AGFJGC_03660","GGIAGI_03065","AEKFMC_05080","EMEHFM_03915","LGKPKB_02045"
"group_1387","cheY","CheY-like REC (receiver) domain, includes chemotaxis protein CheY and sporulation regulator Spo0F","49","49","1","63","434","","","","2936","4484","4396","CKDGNL_02185","AIHAAB_01550","APIDPD_02180","HCLMIK_02175","DNBOAP_01550","DLCMNL_02175","GCGJFL_02580","AMNIDF_02175","JODKDA_03240","ANPAAP_04235","KCCBHE_03205","AINDPC_02155","NAHIGD_02070","GMPCOK_00885","EFMOJC_04830","KFEJKD_05075","GDPOAI_03455","CGENMI_02070","KLACFF_01550","BOHBDJ_01550","BIKOAE_03210","BAPHAO_01550","EGFPMN_02185","JIDBHP_02180","NKPDPH_02165","PIKJEB_01535","OFFMIL_02580","JHFDLE_02170","AFNEPP_05190","HCFOCN_02170","EPICMG_02585","BLADBF_02185","KKNGOI_01560","LIJDDG_02185","HFKOMI_03200","CENHHB_02175","GDCPBO_02175","HEGNPG_02170","EFDIJO_02990","GEBMJB_02175","NCOCKI_01550","OHAJAL_02165","CIPKDF_01550","DMHAMM_01550","AGFJGC_01550","GGIAGI_03120","AEKFMC_04320","EMEHFM_02865","LGKPKB_01990"
"rrp1","","cyclic-di-GMP-producing response regulator Rrp1","49","49","1","63","433","","","","917","923","920","CKDGNL_02190","AIHAAB_01555","APIDPD_02185","HCLMIK_02180","DNBOAP_01555","DLCMNL_02180","GCGJFL_02575","AMNIDF_02180","JODKDA_03235","ANPAAP_04230","KCCBHE_03200","AINDPC_02160","NAHIGD_02065","GMPCOK_00880","EFMOJC_04825","KFEJKD_05070","GDPOAI_03450","CGENMI_02065","KLACFF_01555","BOHBDJ_01555","BIKOAE_03205","BAPHAO_01555","EGFPMN_02190","JIDBHP_02185","NKPDPH_02170","PIKJEB_01540","OFFMIL_02575","JHFDLE_02175","AFNEPP_05195","HCFOCN_02175","EPICMG_02580","BLADBF_02190","KKNGOI_01565","LIJDDG_02190","HFKOMI_03195","CENHHB_02180","GDCPBO_02180","HEGNPG_02175","EFDIJO_02985","GEBMJB_02180","NCOCKI_01555","OHAJAL_02170","CIPKDF_01555","DMHAMM_01555","AGFJGC_01555","GGIAGI_03125","AEKFMC_04315","EMEHFM_02870","LGKPKB_01985"
"group_1391","Outer membrane protein","Outer membrane protein","49","49","1","63","424","","","","629","629","629","CKDGNL_02235","AIHAAB_01600","APIDPD_02230","HCLMIK_02225","DNBOAP_01600","DLCMNL_02225","GCGJFL_02530","AMNIDF_02225","JODKDA_03190","ANPAAP_04185","KCCBHE_03155","AINDPC_02205","NAHIGD_02020","GMPCOK_00835","EFMOJC_04780","KFEJKD_04600","GDPOAI_05530","CGENMI_02020","KLACFF_01600","BOHBDJ_01600","BIKOAE_03160","BAPHAO_01600","EGFPMN_02235","JIDBHP_02230","NKPDPH_02215","PIKJEB_01585","OFFMIL_02530","JHFDLE_02220","AFNEPP_05240","HCFOCN_02220","EPICMG_02535","BLADBF_02235","KKNGOI_01610","LIJDDG_02235","HFKOMI_03150","CENHHB_02225","GDCPBO_02225","HEGNPG_02220","EFDIJO_02940","GEBMJB_02225","NCOCKI_01600","OHAJAL_02215","CIPKDF_01600","DMHAMM_01600","AGFJGC_01600","GGIAGI_00020","AEKFMC_02925","EMEHFM_03465","LGKPKB_01940"
"proS","","proline--tRNA ligase","49","49","1","63","417","","","","1367","1466","1463","CKDGNL_02270","AIHAAB_01635","APIDPD_02265","HCLMIK_02260","DNBOAP_01635","DLCMNL_02260","GCGJFL_02495","AMNIDF_02260","JODKDA_03155","ANPAAP_04150","KCCBHE_03120","AINDPC_02240","NAHIGD_01985","GMPCOK_00800","EFMOJC_04745","KFEJKD_04890","GDPOAI_05420","CGENMI_01985","KLACFF_01635","BOHBDJ_01635","BIKOAE_03125","BAPHAO_01635","EGFPMN_02270","JIDBHP_02265","NKPDPH_02250","PIKJEB_01620","OFFMIL_02495","JHFDLE_02255","AFNEPP_05275","HCFOCN_02255","EPICMG_02500","BLADBF_02270","KKNGOI_01645","LIJDDG_02270","HFKOMI_03115","CENHHB_02260","GDCPBO_02260","HEGNPG_02255","EFDIJO_02905","GEBMJB_02260","NCOCKI_01635","OHAJAL_02250","CIPKDF_01635","DMHAMM_01635","AGFJGC_01635","GGIAGI_00055","AEKFMC_02890","EMEHFM_05050","LGKPKB_01905"
"aNKYR","","Putative ankyrin repeat protein BB_0399","49","49","1","63","413","","","","638","659","658","CKDGNL_02285","AIHAAB_01650","APIDPD_02280","HCLMIK_02275","DNBOAP_01650","DLCMNL_02275","GCGJFL_02480","AMNIDF_02275","JODKDA_03140","ANPAAP_04135","KCCBHE_03105","AINDPC_02255","NAHIGD_01970","GMPCOK_00785","EFMOJC_04730","KFEJKD_04730","GDPOAI_01945","CGENMI_01970","KLACFF_01650","BOHBDJ_01650","BIKOAE_03110","BAPHAO_01650","EGFPMN_02285","JIDBHP_02280","NKPDPH_02265","PIKJEB_01635","OFFMIL_02480","JHFDLE_02270","AFNEPP_05290","HCFOCN_02270","EPICMG_02485","BLADBF_02285","KKNGOI_01660","LIJDDG_02285","HFKOMI_03100","CENHHB_02275","GDCPBO_02275","HEGNPG_02270","EFDIJO_02890","GEBMJB_02275","NCOCKI_01650","OHAJAL_02265","CIPKDF_01650","DMHAMM_01650","AGFJGC_01650","GGIAGI_00070","AEKFMC_02875","EMEHFM_00820","LGKPKB_01890"
"LptF/LptG family permease","","LptF/LptG family permease","49","49","1","63","368","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","128","950","889","CKDGNL_02510","AIHAAB_01880","APIDPD_02510","HCLMIK_02505","DNBOAP_01880","DLCMNL_02505","GCGJFL_02250","AMNIDF_02505","JODKDA_02910","ANPAAP_03910","KCCBHE_02875","AINDPC_02485","NAHIGD_01740","GMPCOK_00560","EFMOJC_04505","KFEJKD_02480","GDPOAI_04410","CGENMI_01740","KLACFF_01880","BOHBDJ_01880","BIKOAE_02880","BAPHAO_01880","EGFPMN_02515","JIDBHP_02510","NKPDPH_02495","PIKJEB_01865","OFFMIL_02250","JHFDLE_02500","AFNEPP_05515","HCFOCN_02500","EPICMG_02255","BLADBF_02515","KKNGOI_01890","LIJDDG_02515","HFKOMI_02870","CENHHB_02505","GDCPBO_02505","HEGNPG_02500","EFDIJO_02660","GEBMJB_02505","NCOCKI_01880","OHAJAL_02495","CIPKDF_01880","DMHAMM_01880","AGFJGC_01880","GGIAGI_00300","AEKFMC_01300","EMEHFM_06070","LGKPKB_01665"
"gatA","","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA","49","49","1","63","356","","","","884","1448","1435","CKDGNL_02570","AIHAAB_01940","APIDPD_02570","HCLMIK_02565","DNBOAP_01940","DLCMNL_02565","GCGJFL_02190","AMNIDF_02565","JODKDA_02850","ANPAAP_03850","KCCBHE_02815","AINDPC_02545","NAHIGD_01680","GMPCOK_00500","EFMOJC_04445","KFEJKD_02875","GDPOAI_02010","CGENMI_01680","KLACFF_01940","BOHBDJ_01940","BIKOAE_02820","BAPHAO_01940","EGFPMN_02575","JIDBHP_02570","NKPDPH_02555","PIKJEB_01925","OFFMIL_02190","JHFDLE_02560","AFNEPP_05575","HCFOCN_02560","EPICMG_02195","BLADBF_02575","KKNGOI_01950","LIJDDG_02575","HFKOMI_02810","CENHHB_02565","GDCPBO_02565","HEGNPG_02560","EFDIJO_02600","GEBMJB_02565","NCOCKI_01940","OHAJAL_02555","CIPKDF_01940","DMHAMM_01940","AGFJGC_01940","GGIAGI_00360","AEKFMC_01360","EMEHFM_00745","LGKPKB_01605"
"group_1400","Lipoprotein","Lipoprotein","49","49","1","63","336","","","","407","1058","1015","CKDGNL_02665","AIHAAB_02035","APIDPD_02665","HCLMIK_02660","DNBOAP_02035","DLCMNL_02660","GCGJFL_02095","AMNIDF_02660","JODKDA_02755","ANPAAP_03755","KCCBHE_02720","AINDPC_02640","NAHIGD_01585","GMPCOK_00405","EFMOJC_04350","KFEJKD_01630","GDPOAI_03170","CGENMI_01585","KLACFF_02035","BOHBDJ_02035","BIKOAE_02725","BAPHAO_02035","EGFPMN_02670","JIDBHP_02665","NKPDPH_02650","PIKJEB_02020","OFFMIL_02095","JHFDLE_02655","AFNEPP_05670","HCFOCN_02655","EPICMG_02100","BLADBF_02670","KKNGOI_02045","LIJDDG_02670","HFKOMI_02715","CENHHB_02660","GDCPBO_02660","HEGNPG_02655","EFDIJO_02505","GEBMJB_02660","NCOCKI_02035","OHAJAL_02650","CIPKDF_02035","DMHAMM_02035","AGFJGC_02035","GGIAGI_00455","AEKFMC_01455","EMEHFM_01855","LGKPKB_01510"
"fliZ","","Flagellar protein FliZ","49","49","1","63","292","","","","626","626","626","CKDGNL_02880","AIHAAB_02250","APIDPD_02880","HCLMIK_02875","DNBOAP_02250","DLCMNL_02875","GCGJFL_01880","AMNIDF_02875","JODKDA_02540","ANPAAP_03540","KCCBHE_02505","AINDPC_02855","NAHIGD_01370","GMPCOK_00185","EFMOJC_04135","KFEJKD_00465","GDPOAI_02095","CGENMI_01370","KLACFF_02250","BOHBDJ_02250","BIKOAE_02510","BAPHAO_02250","EGFPMN_02885","JIDBHP_02880","NKPDPH_02865","PIKJEB_02235","OFFMIL_01880","JHFDLE_02870","AFNEPP_05885","HCFOCN_02870","EPICMG_01885","BLADBF_02885","KKNGOI_02260","LIJDDG_02885","HFKOMI_02500","CENHHB_02875","GDCPBO_02875","HEGNPG_02870","EFDIJO_02290","GEBMJB_02875","NCOCKI_02250","OHAJAL_02865","CIPKDF_02250","DMHAMM_02250","AGFJGC_02250","GGIAGI_02670","AEKFMC_01670","EMEHFM_00160","LGKPKB_01295"
"Uncharacterized protein BB_0266","","Uncharacterized protein BB_0266","49","49","1","63","282","","","","302","302","302","CKDGNL_02930","AIHAAB_02300","APIDPD_02930","HCLMIK_02925","DNBOAP_02300","DLCMNL_02925","GCGJFL_01830","AMNIDF_02925","JODKDA_02490","ANPAAP_03490","KCCBHE_02455","AINDPC_02905","NAHIGD_01320","GMPCOK_00135","EFMOJC_04085","KFEJKD_00415","GDPOAI_02145","CGENMI_01320","KLACFF_02300","BOHBDJ_02300","BIKOAE_02460","BAPHAO_02300","EGFPMN_02935","JIDBHP_02930","NKPDPH_02915","PIKJEB_02285","OFFMIL_01830","JHFDLE_02920","AFNEPP_05935","HCFOCN_02920","EPICMG_01835","BLADBF_02935","KKNGOI_02310","LIJDDG_02935","HFKOMI_02450","CENHHB_02925","GDCPBO_02925","HEGNPG_02920","EFDIJO_02240","GEBMJB_02925","NCOCKI_02300","OHAJAL_02915","CIPKDF_02300","DMHAMM_02300","AGFJGC_02300","GGIAGI_02620","AEKFMC_01720","EMEHFM_00210","LGKPKB_01245"
"Uncharacterized protein BB_0265","","Uncharacterized protein BB_0265","49","49","1","63","281","","","","281","521","515","CKDGNL_02935","AIHAAB_02305","APIDPD_02935","HCLMIK_02930","DNBOAP_02305","DLCMNL_02930","GCGJFL_01825","AMNIDF_02930","JODKDA_02485","ANPAAP_03485","KCCBHE_02450","AINDPC_02910","NAHIGD_01315","GMPCOK_00130","EFMOJC_04080","KFEJKD_00410","GDPOAI_05625","CGENMI_01315","KLACFF_02305","BOHBDJ_02305","BIKOAE_02455","BAPHAO_02305","EGFPMN_02940","JIDBHP_02935","NKPDPH_02920","PIKJEB_02290","OFFMIL_01825","JHFDLE_02925","AFNEPP_05940","HCFOCN_02925","EPICMG_01830","BLADBF_02940","KKNGOI_02315","LIJDDG_02940","HFKOMI_02445","CENHHB_02930","GDCPBO_02930","HEGNPG_02925","EFDIJO_02235","GEBMJB_02930","NCOCKI_02305","OHAJAL_02920","CIPKDF_02305","DMHAMM_02305","AGFJGC_02305","GGIAGI_02615","AEKFMC_01725","EMEHFM_04985","LGKPKB_01240"
"Borrelia PFam57/62 partition protein","","Borrelia PFam57/62 partition protein","49","49","1","63","228","","","","230","1031","993","CKDGNL_03205","AIHAAB_02575","APIDPD_03205","HCLMIK_03200","DNBOAP_02575","DLCMNL_03200","GCGJFL_01555","AMNIDF_03200","JODKDA_02215","ANPAAP_03215","KCCBHE_02180","AINDPC_03180","NAHIGD_01045","GMPCOK_03700","EFMOJC_03810","KFEJKD_02265","GDPOAI_01190","CGENMI_01045","KLACFF_02575","BOHBDJ_02575","BIKOAE_02185","BAPHAO_02575","EGFPMN_03210","JIDBHP_03205","NKPDPH_03190","PIKJEB_02560","OFFMIL_01555","JHFDLE_03195","AFNEPP_06210","HCFOCN_03195","EPICMG_01560","BLADBF_03210","KKNGOI_02585","LIJDDG_03210","HFKOMI_02175","CENHHB_03200","GDCPBO_03200","HEGNPG_03195","EFDIJO_01965","GEBMJB_03200","NCOCKI_02575","OHAJAL_03190","CIPKDF_02575","DMHAMM_02575","AGFJGC_02575","GGIAGI_02580","AEKFMC_03950","EMEHFM_00720","LGKPKB_04425"
"prfA","","peptide chain release factor 1","49","49","1","63","212","","","","878","1073","1059","CKDGNL_03300","AIHAAB_02670","APIDPD_03300","HCLMIK_03295","DNBOAP_02670","DLCMNL_03295","GCGJFL_03540","AMNIDF_03295","JODKDA_04200","ANPAAP_03115","KCCBHE_04160","AINDPC_03275","NAHIGD_00950","GMPCOK_03605","EFMOJC_04995","KFEJKD_02870","GDPOAI_04545","CGENMI_00950","KLACFF_02670","BOHBDJ_02670","BIKOAE_04165","BAPHAO_02670","EGFPMN_03305","JIDBHP_03300","NKPDPH_03285","PIKJEB_02655","OFFMIL_03535","JHFDLE_03290","AFNEPP_06305","HCFOCN_03290","EPICMG_03550","BLADBF_03305","KKNGOI_02680","LIJDDG_03305","HFKOMI_04155","CENHHB_03295","GDCPBO_03295","HEGNPG_03290","EFDIJO_03080","GEBMJB_03295","NCOCKI_02670","OHAJAL_03285","CIPKDF_02670","DMHAMM_02670","AGFJGC_02670","GGIAGI_04940","AEKFMC_05195","EMEHFM_04430","LGKPKB_02120"
"group_1409","hypothetical protein","hypothetical protein","49","49","1","63","173","","","","383","434","432","CKDGNL_03495","AIHAAB_02865","APIDPD_03495","HCLMIK_03490","DNBOAP_02865","DLCMNL_03490","GCGJFL_03345","AMNIDF_03490","JODKDA_04005","ANPAAP_02920","KCCBHE_03965","AINDPC_03470","NAHIGD_00755","GMPCOK_03410","EFMOJC_05190","KFEJKD_01720","GDPOAI_02540","CGENMI_00755","KLACFF_02865","BOHBDJ_02865","BIKOAE_03970","BAPHAO_02865","EGFPMN_03500","JIDBHP_03495","NKPDPH_03480","PIKJEB_02850","OFFMIL_03340","JHFDLE_03485","AFNEPP_06500","HCFOCN_03485","EPICMG_03355","BLADBF_03500","KKNGOI_02875","LIJDDG_03500","HFKOMI_03960","CENHHB_03490","GDCPBO_03490","HEGNPG_03485","EFDIJO_03275","GEBMJB_03490","NCOCKI_02865","OHAJAL_03480","CIPKDF_02865","DMHAMM_02865","AGFJGC_02865","GGIAGI_04160","AEKFMC_00755","EMEHFM_01915","LGKPKB_02315"
"group_1410","Outer membrane protein","Outer membrane protein","49","49","1","63","126","","","","311","1364","1305","CKDGNL_03710","AIHAAB_03080","APIDPD_03710","HCLMIK_03705","DNBOAP_03080","DLCMNL_03705","GCGJFL_03130","AMNIDF_03705","JODKDA_03790","ANPAAP_02705","KCCBHE_03750","AINDPC_03685","NAHIGD_00540","GMPCOK_03195","EFMOJC_05405","KFEJKD_03110","GDPOAI_01210","CGENMI_00540","KLACFF_03080","BOHBDJ_03080","BIKOAE_03755","BAPHAO_03080","EGFPMN_03715","JIDBHP_03710","NKPDPH_03695","PIKJEB_03065","OFFMIL_03125","JHFDLE_03700","AFNEPP_06715","HCFOCN_03700","EPICMG_03140","BLADBF_03715","KKNGOI_03090","LIJDDG_03715","HFKOMI_03745","CENHHB_03705","GDCPBO_03705","HEGNPG_03700","EFDIJO_03490","GEBMJB_03705","NCOCKI_03080","OHAJAL_03695","CIPKDF_03080","DMHAMM_03080","AGFJGC_03080","GGIAGI_00960","AEKFMC_00540","EMEHFM_00350","LGKPKB_02530"
"SPOR domain-containing protein","","SPOR domain-containing protein","49","49","1","63","118","","","","521","521","521","CKDGNL_03750","AIHAAB_03120","APIDPD_03750","HCLMIK_03745","DNBOAP_03120","DLCMNL_03745","GCGJFL_03090","AMNIDF_03745","JODKDA_03750","ANPAAP_02665","KCCBHE_03710","AINDPC_03725","NAHIGD_00500","GMPCOK_03155","EFMOJC_05445","KFEJKD_05740","GDPOAI_03270","CGENMI_00500","KLACFF_03120","BOHBDJ_03120","BIKOAE_03715","BAPHAO_03120","EGFPMN_03755","JIDBHP_03750","NKPDPH_03735","PIKJEB_03105","OFFMIL_03085","JHFDLE_03740","AFNEPP_06755","HCFOCN_03740","EPICMG_03100","BLADBF_03755","KKNGOI_03130","LIJDDG_03755","HFKOMI_03705","CENHHB_03745","GDCPBO_03745","HEGNPG_03740","EFDIJO_03530","GEBMJB_03745","NCOCKI_03120","OHAJAL_03735","CIPKDF_03120","DMHAMM_03120","AGFJGC_03120","GGIAGI_00920","AEKFMC_00500","EMEHFM_03860","LGKPKB_02570"
"murI","","glutamate racemase","49","49","1","63","116","","","","611","917","864","CKDGNL_03760","AIHAAB_03130","APIDPD_03760","HCLMIK_03755","DNBOAP_03130","DLCMNL_03755","GCGJFL_03080","AMNIDF_03755","JODKDA_03740","ANPAAP_02655","KCCBHE_03700","AINDPC_03735","NAHIGD_00490","GMPCOK_03145","EFMOJC_05455","KFEJKD_02985","GDPOAI_02220","CGENMI_00490","KLACFF_03130","BOHBDJ_03130","BIKOAE_03705","BAPHAO_03130","EGFPMN_03765","JIDBHP_03760","NKPDPH_03745","PIKJEB_03115","OFFMIL_03075","JHFDLE_03750","AFNEPP_06765","HCFOCN_03750","EPICMG_03090","BLADBF_03765","KKNGOI_03140","LIJDDG_03765","HFKOMI_03695","CENHHB_03755","GDCPBO_03755","HEGNPG_03750","EFDIJO_03540","GEBMJB_03755","NCOCKI_03130","OHAJAL_03745","CIPKDF_03130","DMHAMM_03130","AGFJGC_03130","GGIAGI_00910","AEKFMC_00490","EMEHFM_02030","LGKPKB_02580"
"Permease family protein","","Permease family protein","49","49","1","63","95","","","","359","1253","1218","CKDGNL_03865","AIHAAB_03235","APIDPD_03865","HCLMIK_03860","DNBOAP_03235","DLCMNL_03860","GCGJFL_02975","AMNIDF_03860","JODKDA_03635","ANPAAP_02550","KCCBHE_03595","AINDPC_03840","NAHIGD_00385","GMPCOK_04230","EFMOJC_05915","KFEJKD_04180","GDPOAI_05060","CGENMI_00385","KLACFF_03235","BOHBDJ_03235","BIKOAE_03600","BAPHAO_03235","EGFPMN_03870","JIDBHP_03865","NKPDPH_03850","PIKJEB_03220","OFFMIL_02970","JHFDLE_03855","AFNEPP_06870","HCFOCN_03855","EPICMG_02985","BLADBF_03870","KKNGOI_03245","LIJDDG_03870","HFKOMI_03590","CENHHB_03860","GDCPBO_03860","HEGNPG_03855","EFDIJO_03645","GEBMJB_03860","NCOCKI_03235","OHAJAL_03850","CIPKDF_03235","DMHAMM_03235","AGFJGC_03235","GGIAGI_04235","AEKFMC_00385","EMEHFM_04450","LGKPKB_03180"
"prfB","","peptide chain release factor 2","49","49","1","63","91","","","","809","1046","974","CKDGNL_03885","AIHAAB_03255","APIDPD_03885","HCLMIK_03880","DNBOAP_03255","DLCMNL_03880","GCGJFL_02955","AMNIDF_03880","JODKDA_03615","ANPAAP_02530","KCCBHE_03575","AINDPC_03860","NAHIGD_00365","GMPCOK_04210","EFMOJC_05895","KFEJKD_06545","GDPOAI_05920","CGENMI_00365","KLACFF_03255","BOHBDJ_03255","BIKOAE_03580","BAPHAO_03255","EGFPMN_03890","JIDBHP_03885","NKPDPH_03870","PIKJEB_03240","OFFMIL_02950","JHFDLE_03875","AFNEPP_06890","HCFOCN_03875","EPICMG_02965","BLADBF_03890","KKNGOI_03265","LIJDDG_03890","HFKOMI_03570","CENHHB_03880","GDCPBO_03880","HEGNPG_03875","EFDIJO_03665","GEBMJB_03880","NCOCKI_03255","OHAJAL_03870","CIPKDF_03255","DMHAMM_03255","AGFJGC_03255","GGIAGI_04215","AEKFMC_00365","EMEHFM_05645","LGKPKB_03200"
"group_1415","Lipoprotein","Lipoprotein","49","49","1","63","88","","","","512","1472","1412","CKDGNL_03900","AIHAAB_03270","APIDPD_03900","HCLMIK_03895","DNBOAP_03270","DLCMNL_03895","GCGJFL_02940","AMNIDF_03895","JODKDA_03600","ANPAAP_02515","KCCBHE_03560","AINDPC_03875","NAHIGD_00350","GMPCOK_04195","EFMOJC_05880","KFEJKD_05520","GDPOAI_05345","CGENMI_00350","KLACFF_03270","BOHBDJ_03270","BIKOAE_03565","BAPHAO_03270","EGFPMN_03905","JIDBHP_03900","NKPDPH_03885","PIKJEB_03255","OFFMIL_02935","JHFDLE_03890","AFNEPP_06905","HCFOCN_03890","EPICMG_02950","BLADBF_03905","KKNGOI_03280","LIJDDG_03905","HFKOMI_03555","CENHHB_03895","GDCPBO_03895","HEGNPG_03890","EFDIJO_03680","GEBMJB_03895","NCOCKI_03270","OHAJAL_03885","CIPKDF_03270","DMHAMM_03270","AGFJGC_03270","GGIAGI_04200","AEKFMC_00350","EMEHFM_05625","LGKPKB_03215"
"yliI","","Uncharacterized protein BB_0024","49","49","1","63","43","","","","1139","1139","1139","CKDGNL_04130","AIHAAB_03500","APIDPD_04130","HCLMIK_04125","DNBOAP_03500","DLCMNL_04125","GCGJFL_02710","AMNIDF_04125","JODKDA_03370","ANPAAP_02285","KCCBHE_03330","AINDPC_04105","NAHIGD_00120","GMPCOK_03965","EFMOJC_05650","KFEJKD_00290","GDPOAI_00755","CGENMI_00120","KLACFF_03500","BOHBDJ_03500","BIKOAE_03335","BAPHAO_03500","EGFPMN_04135","JIDBHP_04130","NKPDPH_04115","PIKJEB_03485","OFFMIL_02705","JHFDLE_04120","AFNEPP_07135","HCFOCN_04120","EPICMG_02720","BLADBF_04135","KKNGOI_03510","LIJDDG_04135","HFKOMI_03325","CENHHB_04125","GDCPBO_04125","HEGNPG_04120","EFDIJO_03910","GEBMJB_04125","NCOCKI_03500","OHAJAL_04115","CIPKDF_03500","DMHAMM_03500","AGFJGC_03500","GGIAGI_01380","AEKFMC_00120","EMEHFM_01510","LGKPKB_03445"
"yitT","","DUF161 DUF2179 domains-containing protein","49","49","1","63","35","","","","809","959","894","CKDGNL_04165","AIHAAB_03540","APIDPD_04165","HCLMIK_04160","DNBOAP_03540","DLCMNL_04160","GCGJFL_02670","AMNIDF_04160","JODKDA_03330","ANPAAP_02245","KCCBHE_03295","AINDPC_04145","NAHIGD_00085","GMPCOK_03925","EFMOJC_05615","KFEJKD_00250","GDPOAI_00795","CGENMI_00085","KLACFF_03540","BOHBDJ_03540","BIKOAE_03300","BAPHAO_03540","EGFPMN_04175","JIDBHP_04165","NKPDPH_04150","PIKJEB_03520","OFFMIL_02665","JHFDLE_04155","AFNEPP_07175","HCFOCN_04160","EPICMG_02680","BLADBF_04175","KKNGOI_03550","LIJDDG_04175","HFKOMI_03290","CENHHB_04160","GDCPBO_04160","HEGNPG_04155","EFDIJO_03950","GEBMJB_04160","NCOCKI_03540","OHAJAL_04150","CIPKDF_03540","DMHAMM_03540","AGFJGC_03540","GGIAGI_01415","AEKFMC_00085","EMEHFM_02775","LGKPKB_03480"
