CFHKPG_00001	Uncharacterized protein BB_0001
HILFBG_01488	group_2165
HILFBG_01489	group_2166
HILFBG_01490	group_868
HILFBG_01491	group_867
HPMDBP_00855	group_1354
HPMDBP_00996	group_218
HPMDBP_00999	group_4396
HPMDBP_01038	group_219
HPMDBP_01041	group_4397
HPMDBP_01208	group_446
HPMDBP_01209	group_204
HPMDBP_01229	group_299
HPMDBP_01270	group_258
HPMDBP_01279	group_1109
HPMDBP_01285	group_633
HPMDBP_01307	group_1813
HPMDBP_01340	group_2347
HPMDBP_01341	group_2618
HPMDBP_01342	group_1600
HPMDBP_01343	group_1833
HPMDBP_01344	group_2344
HPMDBP_01345	group_2342
HPMDBP_01346	group_2340
HPMDBP_01347	group_2338
HPMDBP_01348	group_2065
HPMDBP_01349	group_1474
EAOOHO_01113	group_1888
EAOOHO_01114	group_2325
EAOOHO_01115	group_2685
EAOOHO_01116	group_1880
EAOOHO_01313	group_296
CMPENM_00909	group_767
CMPENM_00937	group_3419
CMPENM_00938	group_4399
CMPENM_00970	group_3514
CMPENM_00971	group_4411
CMPENM_00979	group_3065
CMPENM_01078	group_1092
CMPENM_01154	group_1325
CMPENM_01160	group_3066
CMPENM_01202	Borrelia hemolysin accessory family protein
CMPENM_01244	group_1267
CMPENM_01249	group_1208
CMPENM_01273	group_2085
CMPENM_01274	group_1617
CMPENM_01275	group_1794
CMPENM_01276	group_2083
CMPENM_01299	group_1316
CMPENM_01301	group_1869
CMPENM_01302	group_1870
CMPENM_01307	group_4402
CMPENM_01310	group_3251
CMPENM_01312	group_1331
CMPENM_01313	group_2624
CMPENM_01316	group_2126
CMPENM_01320	group_426
CMPENM_01325	group_896
CMPENM_01326	group_1548
CMPENM_01327	group_3954
CMPENM_01331	group_290
CMPENM_01333	group_387
CMPENM_01334	group_486
CMPENM_01336	group_1668
BKJAFL_00890	group_947
BKJAFL_00902	group_755
BKJAFL_00903	group_754
BKJAFL_00930	group_3045
BKJAFL_00933	group_718
BKJAFL_00934	group_3958
BKJAFL_00935	group_948
BKJAFL_00936	group_591
BKJAFL_00938	group_3932
BKJAFL_00940	group_3703
BKJAFL_00950	group_847
BKJAFL_00962	group_4202
BKJAFL_00963	group_1436
BKJAFL_00966	group_66
BKJAFL_01046	group_4196
BKJAFL_01047	group_4186
BKJAFL_01048	group_2208
BKJAFL_01049	group_1661
BKJAFL_01147	group_865
BKJAFL_01199	group_3055
BKJAFL_01200	group_3056
IGONDL_00857	group_1502
IGONDL_00901	Decorin-binding protein A
IGONDL_00954	group_2060
IGONDL_00955	group_1780
IGONDL_00956	group_1282
IGONDL_00966	group_3014
IGONDL_00970	group_83
IGONDL_00975	group_829
IGONDL_00978	Repeat motif-containing protein
IGONDL_01026	group_1885
IGONDL_01082	group_3728
IGONDL_01111	Membrane protein
IGONDL_01130	group_3034
IGONDL_01131	group_3033
IGONDL_01132	group_3032
IGONDL_01133	group_3031
IGONDL_01134	Putative membrane spanning protein
IGONDL_01135	group_3029
IGONDL_01136	group_3028
IGONDL_01137	group_1525
IGONDL_01138	group_3027
IGONDL_01139	group_3026
IGONDL_01140	group_3025
IGONDL_01141	group_3024
IGONDL_01142	group_3023
IGONDL_01143	group_3022
IGONDL_01144	group_3021
IGONDL_01145	group_3020
IGONDL_01146	group_3019
IGONDL_01147	group_2249
IGONDL_01157	group_3037
IGONDL_01159	group_3036
IGONDL_01170	group_3035
IGONDL_01174	group_3072
IGONDL_01186	group_3073
IGONDL_01191	group_1767
IGONDL_01220	group_2753
IGONDL_01230	group_246
IGONDL_01251	group_1292
IGONDL_01275	Erp family outer-surface lipoprotein
IGONDL_01304	group_592
IGONDL_01305	group_800
IGONDL_01307	group_1637
IGONDL_01309	group_3547
IGONDL_01310	group_399
IGONDL_01312	group_900
IGONDL_01314	group_568
IGONDL_01318	group_1380
IGONDL_01320	group_1103
IGONDL_01322	group_666
IGONDL_01323	group_909
IGONDL_01324	group_1521
IGONDL_01326	group_2248
IGONDL_01329	group_857
IGONDL_01330	group_30
IGONDL_01331	group_31
IGONDL_01332	group_3074
DMPBEC_00852	DUF5655 domain-containing protein
DMPBEC_00854	group_4430
DMPBEC_00903	group_541
DMPBEC_00921	group_1182
DMPBEC_00924	Rev
DMPBEC_00930	group_3585
DMPBEC_00933	group_955
DMPBEC_00936	group_2474
DMPBEC_00938	Type I restriction enzyme r protein (Hsdr_n)
DMPBEC_00939	group_2475
DMPBEC_00940	group_2476
DMPBEC_00941	group_2477
DMPBEC_00948	group_4333
DMPBEC_00950	group_2480
DMPBEC_00953	group_2486
DMPBEC_00954	group_1847
DMPBEC_00955	group_2488
DMPBEC_00956	group_2490
DMPBEC_00957	group_1764
DMPBEC_00958	group_2492
DMPBEC_00959	group_2493
DMPBEC_00969	group_2500
DMPBEC_00982	group_2483
DMPBEC_00983	group_2485
DMPBEC_00993	Protein p23
DMPBEC_01005	group_2511
DMPBEC_01068	group_3137
DMPBEC_01109	group_2544
DMPBEC_01110	Borrelia lipoprotein
DMPBEC_01111	group_2546
DMPBEC_01112	group_1526
DMPBEC_01113	group_2547
DMPBEC_01114	Repeat motif-containing gene protein
DMPBEC_01115	group_2549
DMPBEC_01116	group_2550
DMPBEC_01120	group_2551
DMPBEC_01122	group_2552
DMPBEC_01123	Pfs protein
DMPBEC_01124	group_2554
DMPBEC_01125	group_2555
DMPBEC_01170	group_2556
DMPBEC_01171	group_2557
DMPBEC_01176	group_2558
DMPBEC_01177	group_2113
DMPBEC_01179	group_1298
DMPBEC_01189	group_2559
DMPBEC_01225	group_4204
DMPBEC_01236	group_2095
DMPBEC_01237	group_3905
DMPBEC_01240	group_461
DMPBEC_01241	group_580
DMPBEC_01242	group_1066
DMPBEC_01252	group_764
DMPBEC_01253	group_2564
EIIANL_00919	group_491
EIIANL_01001	group_1368
EIIANL_01138	group_4466
CBDIHB_01332	group_481
CBDIHB_01432	group_3415
CBDIHB_01441	group_3445
CBDIHB_01445	group_4445
CBDIHB_01446	group_4082
CBDIHB_01452	group_406
CBDIHB_01454	group_3322
CBDIHB_01455	group_2924
CBDIHB_01457	group_285
CBDIHB_01461	group_781
PKEGNH_00320	group_1693
PKEGNH_00324	p30
PKEGNH_00854	group_2758
PKEGNH_00855	group_1862
PKEGNH_00857	group_1865
PKEGNH_00892	group_933
PKEGNH_00912	group_2760
PKEGNH_00913	group_4356
PKEGNH_00976	group_715
PKEGNH_00985	group_395
PKEGNH_00987	group_1220
PKEGNH_00991	group_4254
PKEGNH_00995	group_4310
PKEGNH_00997	Mlp lipofamily protein
PKEGNH_01006	group_1432
PKEGNH_01008	group_1372
PKEGNH_01114	group_1866
PKEGNH_01117	group_2759
PKEGNH_01154	group_2763
AGEDGC_00951	group_1144
AGEDGC_00996	group_725
AGEDGC_01024	group_564
AGEDGC_01050	group_3453
AGEDGC_01051	group_3902
AGEDGC_01054	group_232
AGEDGC_01059	group_2757
AGEDGC_01069	group_2756
AGEDGC_01114	group_4441
AGEDGC_01158	group_3455
AGEDGC_01163	group_4063
AGEDGC_01245	group_3883
AGEDGC_01249	group_4034
AGEDGC_01265	group_3846
AGEDGC_01267	group_3777
AGEDGC_01295	group_889
AGEDGC_01304	group_3456
AGEDGC_01309	group_4032
AGEDGC_01313	group_2866
AGEDGC_01329	group_3735
AGEDGC_01468	group_211
AGEDGC_01493	group_1743
AGEDGC_01494	group_1396
AGEDGC_01497	BBC11
AGEDGC_01504	group_2870
AGEDGC_01511	group_464
AGEDGC_01514	group_863
AGEDGC_01515	group_862
MBDBPK_00945	PBSX family phage terminase large subunit
MBDBPK_01146	group_3394
MBDBPK_01155	group_991
MBDBPK_01298	group_2926
FMOGGM_00622	Putative membrane associated protein
FMOGGM_00895	group_3115
FMOGGM_00896	group_3116
FMOGGM_00925	group_587
FMOGGM_00939	group_1439
FMOGGM_00952	group_3222
FMOGGM_00957	group_3472
FMOGGM_00961	group_5
FMOGGM_01049	group_1161
FMOGGM_01089	group_81
FMOGGM_01090	group_80
FMOGGM_01091	group_3117
FMOGGM_01092	group_82
FMOGGM_01105	group_3776
FMOGGM_01107	group_3579
FMOGGM_01111	group_912
FMOGGM_01134	group_741
FMOGGM_01208	group_3118
FMOGGM_01215	group_3119
FMOGGM_01217	group_184
FMOGGM_01218	group_3120
FMOGGM_01219	group_3121
FMOGGM_01220	group_171
FMOGGM_01222	group_170
BFHFJM_00001	group_2792
BFHFJM_00812	group_1478
BFHFJM_00858	group_1204
BFHFJM_00860	group_2793
BFHFJM_00879	group_2794
BFHFJM_00891	group_3903
BFHFJM_00906	group_771
BFHFJM_00931	yjhX
BFHFJM_00937	group_3896
BFHFJM_00940	group_3797
BFHFJM_00943	group_590
BFHFJM_00974	group_996
BFHFJM_00982	group_414
BFHFJM_00983	group_3798
BFHFJM_00989	group_640
BFHFJM_00999	group_573
BFHFJM_01000	group_3774
BFHFJM_01005	group_2796
BFHFJM_01007	group_828
BFHFJM_01037	group_966
BFHFJM_01061	group_4414
BFHFJM_01063	group_3286
BFHFJM_01064	group_3413
BFHFJM_01081	group_3486
BFHFJM_01082	group_334
BFHFJM_01105	group_4415
BFHFJM_01106	group_213
BFHFJM_01114	group_3785
BFHFJM_01117	group_4068
BFHFJM_01121	group_4075
BFHFJM_01237	group_1352
BFHFJM_01285	group_2802
BFHFJM_01286	group_2803
BFHFJM_01287	group_2804
BFHFJM_01288	group_2805
BFHFJM_01343	group_788
LBBEIA_01018	group_3743
LBBEIA_01055	group_854
LBBEIA_01061	group_2575
LBBEIA_01063	group_1399
LBBEIA_01064	group_2576
LBBEIA_01067	group_2577
LBBEIA_01075	group_3274
LBBEIA_01081	group_600
LBBEIA_01083	group_3944
LBBEIA_01086	group_21
LBBEIA_01148	group_1293
PPOBBG_00876	group_2751
PPOBBG_00886	group_1085
PPOBBG_00961	group_689
PPOBBG_01048	group_598
PPOBBG_01052	group_677
PPOBBG_01054	group_879
PPOBBG_01091	group_3329
PPOBBG_01252	group_989
PPOBBG_01294	group_1658
PPOBBG_01479	group_1615
PPOBBG_01480	group_1614
KGLOHF_00966	group_4078
KGLOHF_01056	group_1047
KGLOHF_01154	group_57
KGLOHF_01215	group_185
KFDJMC_00081	group_2409
KFDJMC_00349	group_1697
KFDJMC_00759	group_1512
KFDJMC_00871	group_2411
KFDJMC_00902	group_1531
KFDJMC_00907	group_2290
KFDJMC_00908	group_2412
KFDJMC_00909	group_237
KFDJMC_00929	group_2413
KFDJMC_00930	group_2414
KFDJMC_00932	group_2415
KFDJMC_00935	group_2416
KFDJMC_00939	group_2419
KFDJMC_00943	group_2420
KFDJMC_00944	group_2421
KFDJMC_00959	group_436
KFDJMC_00960	group_203
KFDJMC_00965	group_1809
KFDJMC_00968	group_3722
KFDJMC_00977	Erp24 protein
KFDJMC_00983	group_2777
KFDJMC_00985	group_2432
KFDJMC_00999	group_295
KFDJMC_01009	group_2431
KFDJMC_01023	group_2429
KFDJMC_01032	group_100
KFDJMC_01035	Outer surface protein E
KFDJMC_01065	group_586
KFDJMC_01105	group_1383
KFDJMC_01106	group_2437
KFDJMC_01108	membrane protein
KFDJMC_01129	Type I restriction endonuclease subunit R
KFDJMC_01133	group_2308
KFDJMC_01134	group_2439
KFDJMC_01141	group_2312
KFDJMC_01144	group_2031
KFDJMC_01167	group_466
KFDJMC_01184	group_2331
KFDJMC_01189	group_1347
KFDJMC_01198	group_2401
KFDJMC_01203	group_1011
KFDJMC_01228	group_2227
KFDJMC_01248	group_2451
KFDJMC_01269	p27-L55
KFDJMC_01270	group_1483
KFDJMC_01271	group_2452
KFDJMC_01272	Putative vls recombination cassette 12
KFDJMC_01273	group_1492
KFDJMC_01274	group_1307
KFDJMC_01275	group_2453
KFDJMC_01276	group_2454
KFDJMC_01277	group_1311
KFDJMC_01278	group_2778
KFDJMC_01302	group_1247
KFDJMC_01329	group_2092
PEKCCM_00938	group_495
PEKCCM_00958	group_1057
PEKCCM_01007	group_3847
PEKCCM_01046	group_850
PEKCCM_01052	group_2715
PEKCCM_01056	group_1290
PEKCCM_01109	group_2716
PEKCCM_01111	group_2717
PEKCCM_01112	group_1193
PEKCCM_01121	group_1078
PEKCCM_01159	group_2718
FLFPPO_00953	group_2067
FLFPPO_00954	group_1411
FLFPPO_01046	group_3725
FLFPPO_01068	group_280
FLFPPO_01104	group_2062
FLFPPO_01105	group_1781
FLFPPO_01119	group_1657
FLFPPO_01218	group_3697
GCLKFE_00917	Major outer surface protein C
GCLKFE_00927	group_2265
GCLKFE_00942	group_3097
GCLKFE_00946	group_1845
GCLKFE_00961	MFS transporter
GCLKFE_00971	group_2465
GCLKFE_01000	group_2305
GCLKFE_01005	group_3258
GCLKFE_01009	group_1451
GCLKFE_01010	group_2012
GCLKFE_01020	Complement regulator-acquiring surface protein 3
GCLKFE_01023	group_2350
GCLKFE_01024	group_2351
GCLKFE_01025	group_2352
GCLKFE_01036	group_1243
GCLKFE_01038	group_1240
GCLKFE_01051	group_3098
GCLKFE_01060	group_1843
GCLKFE_01061	group_1358
GCLKFE_01062	group_2136
GCLKFE_01063	group_2874
GCLKFE_01064	group_1538
GCLKFE_01070	group_1180
GCLKFE_01071	group_2287
GCLKFE_01075	blyB
GCLKFE_01076	group_2276
GCLKFE_01078	group_1135
GCLKFE_01079	group_1603
GCLKFE_01081	group_2348
GCLKFE_01082	group_1461
GCLKFE_01100	group_1122
GCLKFE_01117	group_1587
GCLKFE_01118	cdsA
GCLKFE_01119	group_2300
GCLKFE_01120	group_1588
GCLKFE_01126	group_1846
GCLKFE_01127	group_2406
GCLKFE_01129	group_2407
GCLKFE_01130	group_2408
GCLKFE_01131	group_1801
GCLKFE_01132	group_1338
GCLKFE_01133	group_2283
GCLKFE_01134	group_2284
GCLKFE_01135	group_2285
GCLKFE_01136	group_2286
GCLKFE_01140	group_4497
GCLKFE_01141	group_2458
GCLKFE_01145	group_2061
GCLKFE_01146	group_1782
GCLKFE_01160	group_11
GCLKFE_01162	group_1265
GCLKFE_01177	group_2293
GCLKFE_01179	group_2275
GCLKFE_01180	group_903
GCLKFE_01183	group_3970
GCLKFE_01184	group_3333
GCLKFE_01185	group_3099
GCLKFE_01186	group_1123
GCLKFE_01189	group_23
GCLKFE_01193	group_2272
GCLKFE_01194	group_874
GCLKFE_01196	group_1789
GCLKFE_01198	group_3100
GCLKFE_01199	group_1773
GCLKFE_01200	group_623
GCLKFE_01201	group_894
GCLKFE_01202	group_645
GCLKFE_01203	group_3705
GCLKFE_01204	group_1251
GCLKFE_01205	group_1769
GCLKFE_01206	group_1768
GCLKFE_01208	group_3101
GCLKFE_01209	group_40
GCLKFE_01210	group_1332
GCLKFE_01212	group_41
GCLKFE_01213	group_4198
GCLKFE_01217	group_2054
GCLKFE_01219	group_3102
GCLKFE_01220	group_3103
GCLKFE_01221	group_818
GCLKFE_01225	group_908
LCAGBB_01111	group_557
LCAGBB_01115	group_1025
LCAGBB_01202	group_920
LCAGBB_01333	group_480
LCAGBB_01366	group_4391
LCAGBB_01401	group_2755
LCAGBB_01403	group_4042
LCAGBB_01517	group_1408
KKDEEG_00865	group_1872
KKDEEG_00993	group_3505
KKDEEG_00995	group_137
KKDEEG_01121	group_3511
KKDEEG_01230	group_3243
KKDEEG_01269	group_4453
KKDEEG_01400	group_3062
KKDEEG_01414	group_231
KKDEEG_01416	group_4255
KKDEEG_01461	group_174
KKDEEG_01463	group_175
COKIOA_00967	group_77
COKIOA_00986	group_1557
COKIOA_01016	group_92
COKIOA_01082	group_751
COKIOA_01085	group_2970
COKIOA_01088	group_902
COKIOA_01107	group_792
COKIOA_01291	group_2995
COKIOA_01305	group_2996
KCCJIL_00880	group_84
KCCJIL_00909	group_1322
KCCJIL_00915	group_2269
KCCJIL_00947	group_2271
KCCJIL_00959	group_4194
KCCJIL_00961	group_727
KCCJIL_00982	group_2279
KCCJIL_00988	group_1063
KCCJIL_01007	group_3520
KCCJIL_01062	group_437
KCCJIL_01064	group_1053
KCCJIL_01065	group_311
KCCJIL_01066	group_745
KCCJIL_01074	group_277
KCCJIL_01083	group_505
KCCJIL_01086	group_2289
KCCJIL_01116	group_1170
KCCJIL_01135	group_1323
KCCJIL_01155	group_4038
KCCJIL_01157	group_512
KCCJIL_01205	group_2311
KCCJIL_01210	group_2301
KCCJIL_01291	group_1236
KCCJIL_01317	group_1241
FOFEEG_00194	group_1684
FOFEEG_01011	group_2080
FOFEEG_01015	group_2359
FOFEEG_01017	group_2450
FOFEEG_01043	group_1481
FOFEEG_01045	group_1488
FOFEEG_01046	group_1493
FOFEEG_01050	group_1308
FOFEEG_01119	group_3321
FOFEEG_01129	group_133
FOFEEG_01194	group_1816
FOFEEG_01215	group_1530
FOFEEG_01220	group_2923
FOFEEG_01228	group_1378
FOFEEG_01286	group_1457
FOFEEG_01293	group_4206
FOFEEG_01302	group_1309
FOFEEG_01303	group_1310
FOFEEG_01308	group_1056
FOFEEG_01309	group_1533
FOFEEG_01310	group_3780
FOFEEG_01316	group_2925
FOFEEG_01318	group_1429
FOFEEG_01319	group_275
FOFEEG_01320	group_4077
FOFEEG_01322	group_3875
FOFEEG_01324	group_537
HMIDLJ_01186	group_684
HMIDLJ_01231	group_3475
HMIDLJ_01262	group_353
HMIDLJ_01475	group_1605
HMIDLJ_01550	group_180
MCMNOK_00876	group_1012
MCMNOK_00966	group_3565
MCMNOK_01101	group_3127
MCMNOK_01147	group_793
MCMNOK_01161	group_1177
MCMNOK_01218	group_1551
BHFKJP_00995	group_860
BHFKJP_01176	group_527
BHFKJP_01223	group_152
BHFKJP_01389	group_1828
BHFKJP_01476	group_88
BHFKJP_01482	group_1398
BHFKJP_01489	group_3886
BHFKJP_01493	DUF1463 domain-containing protein
BHFKJP_01496	group_427
JLNNBJ_01163	group_447
JLNNBJ_01170	group_3620
JLNNBJ_01345	group_3796
JLNNBJ_01428	group_1884
JLNNBJ_01505	group_3106
JOOONJ_00630	rnmV
JOOONJ_00870	group_3123
JOOONJ_00882	group_253
JOOONJ_00884	group_3124
JOOONJ_00885	group_1070
JOOONJ_00894	group_418
JOOONJ_00899	group_223
JOOONJ_00905	group_2782
JOOONJ_00939	group_1906
JOOONJ_01023	group_657
JOOONJ_01048	group_1553
JOOONJ_01095	group_259
JOOONJ_01177	group_1007
JOOONJ_01179	group_1082
JOOONJ_01180	group_1083
JOOONJ_01252	group_3125
JOOONJ_01253	group_3126
HOFFII_00016	group_478
HOFFII_01005	group_757
HOFFII_01006	group_315
HOFFII_01010	group_4347
HOFFII_01129	group_1326
HOFFII_01174	group_921
HOFFII_01213	group_3482
HOFFII_01418	group_3075
HOFFII_01419	group_3076
HOFFII_01420	group_3077
HOFFII_01424	group_3078
HOFFII_01425	group_1191
HOFFII_01426	group_3079
HOFFII_01428	group_3080
HOFFII_01429	group_3081
HOFFII_01441	group_2303
HOFFII_01443	group_3463
HOFFII_01445	group_3082
HOFFII_01446	group_3083
HOFFII_01447	group_3084
HOFFII_01458	group_1286
HOFFII_01459	group_3085
HOFFII_01463	group_3086
LJGGDI_00198	corB
LJGGDI_00882	group_502
LJGGDI_00910	group_2780
LJGGDI_00911	group_2781
LJGGDI_00913	group_356
LJGGDI_00947	group_3586
LJGGDI_01004	group_819
LJGGDI_01040	group_254
LJGGDI_01065	group_272
LJGGDI_01072	group_1262
LJGGDI_01075	group_1041
LJGGDI_01076	group_308
LJGGDI_01099	group_1379
LJGGDI_01103	group_1456
LJGGDI_01109	group_1384
LJGGDI_01110	group_2787
LJGGDI_01234	group_1482
LJGGDI_01235	group_2788
LJGGDI_01237	group_2789
PCFIDF_00887	group_366
JFMAPC_00880	group_3480
JFMAPC_00968	group_856
JFMAPC_01026	group_1061
JFMAPC_01028	group_305
JFMAPC_01030	group_954
JFMAPC_01039	group_91
JFMAPC_01072	group_1367
JFMAPC_01278	group_1489
JFMAPC_01283	group_1312
KBFCPJ_00001	group_1561
KBFCPJ_00170	group_3009
KBFCPJ_00171	group_3010
KBFCPJ_00633	group_1717
KBFCPJ_00652	group_1719
KBFCPJ_00811	group_1725
KBFCPJ_00815	group_1477
KBFCPJ_00863	group_1501
KBFCPJ_00913	group_936
KBFCPJ_00935	group_3013
KBFCPJ_01009	group_3649
KBFCPJ_01022	group_4440
KBFCPJ_01028	group_3016
KBFCPJ_01060	group_323
KBFCPJ_01085	group_973
KBFCPJ_01122	group_1289
KBFCPJ_01125	group_3017
KBFCPJ_01236	group_1597
KBFCPJ_01237	group_2053
KBFCPJ_01251	group_3018
KBFCPJ_01306	group_1647
LLPDMM_00081	lolE
LLPDMM_00339	group_1640
LLPDMM_00948	group_448
LLPDMM_01004	group_1497
LLPDMM_01026	group_1297
IKHOEC_01116	group_1088
IKHOEC_01194	group_1610
IKHOEC_01256	group_2307
IKHOEC_01349	group_1158
IKHOEC_01350	group_3457
IKHOEC_01351	group_3104
IKHOEC_01352	group_3105
IKHOEC_01358	group_176
MGPBEI_00012	group_2929
MGPBEI_01040	group_3421
MGPBEI_01043	group_4037
MGPBEI_01050	group_2724
MGPBEI_01105	group_4240
MGPBEI_01244	group_940
MGPBEI_01245	group_4065
MGPBEI_01247	group_4129
MGPBEI_01334	group_826
MGPBEI_01335	group_3717
MGPBEI_01341	group_1337
MGPBEI_01342	group_2207
MGPBEI_01343	group_1664
MGPBEI_01349	group_1076
MGPBEI_01350	group_1758
MGPBEI_01351	group_2042
MGPBEI_01352	group_1753
MGPBEI_01353	group_1460
MGPBEI_01354	group_2318
MGPBEI_01373	group_2944
MGPBEI_01404	group_878
MGPBEI_01406	group_683
MGPBEI_01409	group_876
MGPBEI_01411	group_682
MGPBEI_01412	group_293
MGPBEI_01414	group_877
MGPBEI_01417	group_3542
MGPBEI_01425	group_609
MGPBEI_01426	group_2945
MGPBEI_01429	group_610
MGPBEI_01430	group_2946
MGPBEI_01431	group_2947
MGPBEI_01432	group_2948
MGPBEI_01433	group_2949
MGPBEI_01434	XRE family transcriptional regulator
MGPBEI_01435	group_2951
MGPBEI_01436	DUF736 domain-containing protein
MGPBEI_01437	group_2953
MGPBEI_01438	group_2954
MGPBEI_01439	group_2955
MGPBEI_01440	group_2956
MGPBEI_01441	group_2957
MGPBEI_01442	group_2958
MGPBEI_01443	group_2959
MGPBEI_01444	NADH-quinone oxidoreductase subunit J
MGPBEI_01445	group_2961
JFIHAH_00971	group_4309
JFIHAH_01020	group_4304
JFIHAH_01034	group_3246
JFIHAH_01037	group_708
JFIHAH_01243	group_1491
JFIHAH_01247	group_3005
JFIHAH_01249	group_3006
JFIHAH_01250	group_3007
MDGKNB_00896	group_626
MDGKNB_00991	group_762
MDGKNB_01005	group_65
MDGKNB_01061	group_3786
MDGKNB_01062	group_3969
MDGKNB_01064	group_4069
MDGKNB_01066	group_669
MDGKNB_01068	group_4084
MDGKNB_01070	group_379
MDGKNB_01104	group_930
MDGKNB_01275	group_2813
MDGKNB_01276	group_2814
MDGKNB_01277	group_2815
MDGKNB_01278	group_2816
MDGKNB_01376	group_2817
HAFOMC_00902	group_719
HAFOMC_00904	group_2647
HAFOMC_01031	group_2658
HAFOMC_01035	group_3623
CILHBO_00904	group_4456
CILHBO_01029	group_785
CILHBO_01185	group_6
CILHBO_01235	group_182
CILHBO_01236	group_2998
CILHBO_01338	group_1239
PAJOAE_01056	group_212
PAJOAE_01063	group_1110
PAJOAE_01170	group_168
PAJOAE_01172	group_167
GPOFAP_00879	group_796
GPOFAP_01012	group_1609
GPOFAP_01013	group_1606
GPOFAP_01016	group_3904
GPOFAP_01378	group_3716
GPOFAP_01388	group_181
GPOFAP_01392	group_3259
LGOLAD_00998	group_932
LGOLAD_01171	group_3624
LGOLAD_01174	group_3194
LGOLAD_01195	group_3240
LGOLAD_01213	group_1513
LGOLAD_01411	group_4469
LGOLAD_01415	group_3790
LGOLAD_01496	group_1404
LGOLAD_01562	group_2130
LGOLAD_01584	group_1395
LGOLAD_01588	group_1630
KKBOCN_00961	group_3519
KKBOCN_01047	group_746
KKBOCN_01075	group_509
KKBOCN_01125	group_928
AIHKLI_01067	group_1254
AIHKLI_01372	group_423
AIHKLI_01476	group_1409
FEGGFG_00296	group_1691
FEGGFG_00341	group_1695
FEGGFG_00872	group_2807
FEGGFG_00873	group_2808
FEGGFG_00874	group_2809
FEGGFG_00875	aac(3)-Ia
FEGGFG_01126	aph(3')-Ia
FEGGFG_01127	group_2812
HKCNAF_00916	group_1793
HKCNAF_01070	group_206
HKCNAF_01082	group_3727
HKCNAF_01118	group_1137
HKCNAF_01119	group_1146
HKCNAF_01184	group_1632
HKCNAF_01185	group_1838
HKCNAF_01192	bcsQ
HKCNAF_01196	group_2212
HKCNAF_01197	group_1542
HKCNAF_01198	group_2186
HKCNAF_01199	group_1319
HKCNAF_01202	group_4083
HKCNAF_01204	group_2864
HKCNAF_01205	group_2707
HKCNAF_01215	group_611
HKCNAF_01218	group_2139
HKCNAF_01219	group_1199
HKCNAF_01224	group_2020
HKCNAF_01229	group_1541
PNPFKP_01229	group_421
JEKLJL_00852	group_1732
JEKLJL_00999	group_4393
JEKLJL_01000	group_536
JEKLJL_01084	group_748
JEKLJL_01268	group_2719
PHNMIL_01067	group_945
PHNMIL_01113	group_721
PHNMIL_01144	group_2880
PHNMIL_01214	group_3513
PHNMIL_01425	group_551
PHNMIL_01427	group_3787
PHNMIL_01551	group_1397
